CDSCode,School,Street,StreetAbr,City,Zip,State,EILCode,Virtual,Latitude,Longitude,LastUpDate,AddrZip,SmallZip,Address
37103710108548,Iftin Charter,5465 El Cajon Boulevard,5465 El Cajon Blvd.,San Diego,92115-3620,CA,ELEM,N,32.757908,-117.07814,2020-08-13,92115,92115.0,"5465 El Cajon Boulevard, San Diego, CA, 92115"
37103710115998,San Pasqual Academy,17701 San Pasqual Valley Road,17701 San Pasqual Valley Rd.,Escondido,92025-5301,CA,HS,C,33.09058,-116.95009,2019-02-13,92025,92025.0,"17701 San Pasqual Valley Road, Escondido, CA, 92025"
37103710120485,Davila Day,540 G Street,540 G St.,Chula Vista,91910-3604,CA,ELEM,N,32.635041,-117.08832,2019-02-13,91910,91910.0,"540 G Street, Chula Vista, CA, 91910"
37103710120493,Monarch,1625 Newton Avenue,1625 Newton Ave.,San Diego,92113-1012,CA,ELEMHIGH,C,32.702375,-117.15045,2020-08-24,92113,92113.0,"1625 Newton Avenue, San Diego, CA, 92113"
37103710128520,San Diego County Community,"6401 Linda Vista Road, Room 216","6401 Linda Vista Rd., Rm. 216",San Diego,92111-7399,CA,ELEMHIGH,C,32.769578,-117.17984,2020-08-21,92111,92111.0,"6401 Linda Vista Road, Room 216, San Diego, CA, 92111"
37103710128538,San Diego County Court,2801 Meadow Lark Drive,2801 Meadow Lark Dr.,San Diego,92123,CA,HS,C,32.794147,-117.15396,2019-02-13,92123,92123.0,"2801 Meadow Lark Drive, San Diego, CA, 92123"
37103710135202,HOPE Infant-Toddler Special Education,6401 Linda Vista Road,6401 Linda Vista Rd.,San Diego,92111-7319,CA,PS,N,32.769578,-117.17984,2018-03-14,92111,92111.0,"6401 Linda Vista Road, San Diego, CA, 92111"
37103710136085,Scholarship Prep - Oceanside,4070 Mission Avenue,4070 Mission Ave.,Oceanside,92057-6402,CA,ELEM,N,33.232373,-117.317,2020-08-27,92057,92057.0,"4070 Mission Avenue, Oceanside, CA, 92057"
37103710137695,Community Montessori,"1441 Montiel Road, Suite 143","1441 Montiel Rd., Ste. 143",Escondido,92026-2242,CA,ELEM,N,33.129426,-117.11209,2020-08-13,92026,92026.0,"1441 Montiel Road, Suite 143, Escondido, CA, 92026"
37103710137752,Dimensions Collaborative,"1441 Montiel Road, Suite 143","1441 Montiel Rd., Ste. 143",Escondido,92026-2242,CA,ELEMHIGH,N,33.129426,-117.11209,2020-08-13,92026,92026.0,"1441 Montiel Road, Suite 143, Escondido, CA, 92026"
37103710138016,Pacific Springs Charter,1615 Mater Dei Drive,1615 Mater Dei Dr.,Chula Vista,91913-3953,CA,ELEM,N,32.620433,-116.97632,2020-08-13,91913,91913.0,"1615 Mater Dei Drive, Chula Vista, CA, 91913"
37103710138404,Classical Academy Vista,4010 Mystra Way,4010 Mystra Way,Oceanside,92056-5471,CA,ELEM,N,33.165025,-117.27027,2020-08-13,92056,92056.0,"4010 Mystra Way, Oceanside, CA, 92056"
37103710138594,National University Academy Dual Language Institute,2030 University Drive,2030 University Dr.,Vista,92803-7736,CA,ELEM,N,33.172999,-117.21997,2019-03-27,92803,92803.0,"2030 University Drive, Vista, CA, 92803"
37103710138792,JCS - Manzanita,5300 Jackson Drive,5300 Jackson Dr.,La Mesa,91942-6014,CA,ELEMHIGH,N,32.775721,-117.01398,2020-08-13,91942,91942.0,"5300 Jackson Drive, La Mesa, CA, 91942"
37103711996545,North Coastal Consortium Schools,"255 Pico Avenue, Room 220","255 Pico Ave., Rm. 220",San Marcos,92069-3709,CA,ELEMHIGH,N,33.142539,-117.16504,2019-02-13,92069,92069.0,"255 Pico Avenue, Room 220, San Marcos, CA, 92069"
37103716069355,San Diego County Special Education,"6401 Linda Vista Road, Room 409","6401 Linda Vista Rd., Rm. 409",San Diego,92111-7319,CA,ELEMHIGH,N,32.769409,-117.1796,2019-11-20,92111,92111.0,"6401 Linda Vista Road, Room 409, San Diego, CA, 92111"
37103716119119,Literacy First Charter,799 East Washington Avenue,799 East Washington Ave.,El Cajon,92020-5327,CA,ELEMHIGH,N,32.787667,-116.95201,2020-08-13,92020,92020.0,"799 East Washington Avenue, El Cajon, CA, 92020"
37679676037535,Joan MacQueen Middle,2001 Tavern Road,2001 Tavern Rd.,Alpine,91901-3129,CA,INTMIDJR,N,32.825432,-116.77538,2019-02-13,91901,91901.0,"2001 Tavern Road, Alpine, CA, 91901"
37679676106256,Shadow Hills Elementary,8770 Harbison Canyon Road,8770 Harbison Canyon Rd.,Alpine,91901-2615,CA,ELEM,N,32.8319,-116.81522,2019-02-26,91901,91901.0,"8770 Harbison Canyon Road, Alpine, CA, 91901"
37679676109086,Boulder Oaks Elementary,2320 Tavern Road,2320 Tavern Rd.,Alpine,91901-3134,CA,ELEM,N,32.819163,-116.77617,2020-08-13,91901,91901.0,"2320 Tavern Road, Alpine, CA, 91901"
37679676109953,Mountain View Learning Academy,8770 Harbison Canyon Road,8770 Harbison Canyon Rd.,Alpine,91901-2615,CA,ELEM,N,32.832208,-116.81507,2020-08-13,91901,91901.0,"8770 Harbison Canyon Road, Alpine, CA, 91901"
37679676118723,Creekside Early Learning Center,8818 Harbison Canyon Road,8818 Harbison Canyon Rd.,Alpine,91901-2616,CA,ELEM,N,32.832208,-116.81507,2019-02-13,91901,91901.0,"8818 Harbison Canyon Road, Alpine, CA, 91901"
37679830134890,San Diego Workforce Innovation High,2 Euclid Avenue Suite A,2 Euclid Ave. Ste. A,National City,91950-1967,CA,HS,N,32.689527,-117.0851,2020-08-13,91950,91950.0,"2 Euclid Avenue Suite A, National City, CA, 91950"
37679833730447,Borrego Springs High,2281 Diegueno Road,2281 Diegueno Rd.,Borrego Springs,92004-0235,CA,HS,N,33.265514,-116.38373,2019-11-06,92004,92004.0,"2281 Diegueno Road, Borrego Springs, CA, 92004"
37679836037550,Borrego Springs Elementary,1315 Palm Canyon Drive,1315 Palm Canyon Dr.,Borrego Springs,92004-0235,CA,ELEM,N,33.256865,-116.34685,2019-02-13,92004,92004.0,"1315 Palm Canyon Drive, Borrego Springs, CA, 92004"
37679836115315,Borrego Springs Middle,2255 Diegueno Road,2255 Diegueno Rd.,Borrego Springs,92004,CA,INTMIDJR,N,33.264682,-116.38367,2019-11-06,92004,92004.0,"2255 Diegueno Road, Borrego Springs, CA, 92004"
37679910108563,EJE Elementary Academy Charter,851 South Johnson Avenue,851 South Johnson Ave.,El Cajon,92020-5811,CA,ELEM,N,32.784935,-116.97083,2019-06-17,92020,92020.0,"851 South Johnson Avenue, El Cajon, CA, 92020"
37679910111005,Los Coches Creek Middle,9669 Dunbar Lane,9669 Dunbar Ln.,El Cajon,92021-2619,CA,INTMIDJR,N,32.858622,-116.81938,2020-08-13,92021,92021.0,"9669 Dunbar Lane, El Cajon, CA, 92021"
37679910119255,EJE Middle Academy,851 South Johnson Avenue,851 South Johnson Ave.,El Cajon,92020-5811,CA,INTMIDJR,N,32.784935,-116.97083,2019-02-13,92020,92020.0,"851 South Johnson Avenue, El Cajon, CA, 92020"
37679910136176,Empower,165 Roanoke Road,165 Roanoke Rd.,El Cajon,92020-4015,CA,INTMIDJR,N,32.795836,-116.95489,2020-08-13,92020,92020.0,"165 Roanoke Road, El Cajon, CA, 92020"
37679910139394,Kidinnu Academy,1025 North Second Street,1025 North Second St.,El Cajon,92021-5844,CA,ELEM,N,32.809266,-116.93478,2020-08-13,92021,92021.0,"1025 North Second Street, El Cajon, CA, 92021"
37679916037568,Anza Elementary,1005 South Anza Street,1005 South Anza St.,El Cajon,92020-8602,CA,ELEM,N,32.786,-116.9478,2020-08-13,92020,92020.0,"1005 South Anza Street, El Cajon, CA, 92020"
37679916037576,Bostonia Language Academy,1390 East Broadway,1390 East Broadway,El Cajon,92021-5812,CA,ELEM,N,32.807818,-116.93171,2019-08-22,92021,92021.0,"1390 East Broadway, El Cajon, CA, 92021"
37679916037584,Cajon Valley Middle,550 Park Avenue,550 Park Ave.,El Cajon,92020-3922,CA,INTMIDJR,N,32.798383,-116.95555,2020-08-13,92020,92020.0,"550 Park Avenue, El Cajon, CA, 92020"
37679916037592,Chase Avenue Elementary,195 East Chase Avenue,195 East Chase Ave.,El Cajon,92020-6201,CA,ELEM,N,32.780336,-116.96003,2020-08-13,92020,92020.0,"195 East Chase Avenue, El Cajon, CA, 92020"
37679916037600,Crest Elementary,2000 Suncrest Boulevard,2000 Suncrest Blvd.,El Cajon,92021-4249,CA,ELEM,N,32.805538,-116.86647,2020-08-14,92021,92021.0,"2000 Suncrest Boulevard, El Cajon, CA, 92021"
37679916037626,Emerald Middle,1221 South Emerald Avenue,1221 South Emerald Ave.,El Cajon,92020-7315,CA,INTMIDJR,N,32.778996,-116.96869,2020-08-14,92020,92020.0,"1221 South Emerald Avenue, El Cajon, CA, 92020"
37679916037634,Flying Hills School of Arts,1251 Finch Street,1251 Finch St.,El Cajon,92020-1433,CA,ELEM,N,32.811827,-116.9824,2020-08-13,92020,92020.0,"1251 Finch Street, El Cajon, CA, 92020"
37679916037642,Fuerte Elementary,11625 Fuerte Drive,11625 Fuerte Dr.,El Cajon,92020-8309,CA,ELEM,N,32.762217,-116.94678,2020-08-13,92020,92020.0,"11625 Fuerte Drive, El Cajon, CA, 92020"
37679916037659,Greenfield Middle,1495 Greenfield Drive,1495 Greenfield Dr.,El Cajon,92021-3414,CA,INTMIDJR,N,32.811048,-116.92834,2020-08-14,92021,92021.0,"1495 Greenfield Drive, El Cajon, CA, 92021"
37679916037675,Johnson Elementary,500 West Madison,500 West Madison,El Cajon,92020-3211,CA,ELEM,N,32.8008,-116.9562,2019-02-13,92020,92020.0,"500 West Madison, El Cajon, CA, 92020"
37679916037683,Lexington Elementary,1145 Redwood Avenue,1145 Redwood Ave.,El Cajon,92019-4739,CA,ELEM,N,32.791145,-116.94234,2020-08-14,92019,92019.0,"1145 Redwood Avenue, El Cajon, CA, 92019"
37679916037691,Madison Avenue Elementary,1615 East Madison Avenue,1615 East Madison Ave.,El Cajon,92019-1046,CA,ELEM,N,32.800143,-116.922,2020-08-13,92019,92019.0,"1615 East Madison Avenue, El Cajon, CA, 92019"
37679916037709,Magnolia Elementary,650 Greenfield Drive,650 Greenfield Dr.,El Cajon,92021-2957,CA,ELEM,N,32.813388,-116.95404,2020-08-13,92021,92021.0,"650 Greenfield Drive, El Cajon, CA, 92021"
37679916037717,Meridian Elementary,651 South Third Street,651 South Third St.,El Cajon,92019-2517,CA,ELEM,N,32.788386,-116.92685,2020-08-13,92019,92019.0,"651 South Third Street, El Cajon, CA, 92019"
37679916037725,Naranca Elementary,1030 Naranca Avenue,1030 Naranca Ave.,El Cajon,92021-5615,CA,ELEM,N,32.803995,-116.94638,2020-08-13,92021,92021.0,"1030 Naranca Avenue, El Cajon, CA, 92021"
37679916037733,Rios Elementary,14314 Rios Canyon Road,14314 Rios Canyon Rd.,El Cajon,92021-2725,CA,ELEM,N,32.840076,-116.87577,2020-08-13,92021,92021.0,"14314 Rios Canyon Road, El Cajon, CA, 92021"
37679916037741,W. D. Hall Elementary,1376 Pepper Drive,1376 Pepper Dr.,El Cajon,92021-1460,CA,ELEM,N,32.820878,-116.93116,2020-08-14,92021,92021.0,"1376 Pepper Drive, El Cajon, CA, 92021"
37679916069082,Avocado Elementary,3845 Avocado School Road,3845 Avocado School Rd.,La Mesa,91941-7319,CA,ELEM,N,32.750432,-116.96075,2020-08-13,91941,91941.0,"3845 Avocado School Road, La Mesa, CA, 91941"
37679916093199,Sevick Special Education,1609 East Madison Avenue,1609 East Madison Ave.,El Cajon,92019-1046,CA,ELEM,N,32.800143,-116.92221,2017-08-14,92019,92019.0,"1609 East Madison Avenue, El Cajon, CA, 92019"
37679916093207,Montgomery Middle,1570 Melody Lane,1570 Melody Ln.,El Cajon,92019-2015,CA,INTMIDJR,N,32.79653,-116.92542,2020-08-13,92019,92019.0,"1570 Melody Lane, El Cajon, CA, 92019"
37679916101794,Vista Grande Elementary,1908 Vista Grande Road,1908 Vista Grande Rd.,El Cajon,92019-3823,CA,ELEM,N,32.76508,-116.91501,2020-08-13,92019,92019.0,"1908 Vista Grande Road, El Cajon, CA, 92019"
37679916106025,Rancho San Diego Elementary,12151 Calle Albara,12151 Calle Albara,El Cajon,92019-4825,CA,ELEM,N,32.754628,-116.93287,2020-08-13,92019,92019.0,"12151 Calle Albara, El Cajon, CA, 92019"
37679916110787,Jamacha Elementary,2962 Jamul Drive,2962 Jamul Dr.,El Cajon,92019-4640,CA,ELEM,N,32.740143,-116.91223,2020-08-13,92019,92019.0,"2962 Jamul Drive, El Cajon, CA, 92019"
37679916112148,Blossom Valley Elementary,9863 Oakmont Terrace,9863 Oakmont Terr.,El Cajon,92021-2300,CA,ELEM,N,32.861732,-116.84665,2020-08-13,92021,92021.0,"9863 Oakmont Terrace, El Cajon, CA, 92021"
37679916112890,Hillsdale Middle,1301 Brabham Street,1301 Brabham St.,El Cajon,92019-4374,CA,INTMIDJR,N,32.74944,-116.9324,2020-08-14,92019,92019.0,"1301 Brabham Street, El Cajon, CA, 92019"
37679916118319,Cajon Valley Home,1384 Broadway,1384 Broadway,El Cajon,92021-5812,CA,ELEM,N,32.807708,-116.93212,2020-08-13,92021,92021.0,"1384 Broadway, El Cajon, CA, 92021"
37680076037758,Ada W. Harris Elementary,1508 Windsor Road,1508 Windsor Rd.,Cardiff-by-the-Sea,92007-1356,CA,ELEM,N,33.03128,-117.27349,2020-08-13,92007,92007.0,"1508 Windsor Road, Cardiff-by-the-Sea, CA, 92007"
37680076037766,Cardiff Elementary,1888 Montgomery Avenue,1888 Montgomery Ave.,Cardiff-by-the-Sea,92007-2313,CA,ELEM,N,33.025044,-117.2822,2020-08-13,92007,92007.0,"1888 Montgomery Avenue, Cardiff-by-the-Sea, CA, 92007"
37680230101592,Hedenkamp (Anne and William) Elementary,930 East Palomar,930 East Palomar,Chula Vista,91913-2895,CA,ELEM,N,32.61674,-117.015,2019-02-13,91913,91913.0,"930 East Palomar, Chula Vista, CA, 91913"
37680230105957,Liberty Elementary,2175 Proctor Valley Road,2175 Proctor Valley Rd.,Chula Vista,91914-4026,CA,ELEM,N,32.663976,-116.97761,2019-02-13,91914,91914.0,"2175 Proctor Valley Road, Chula Vista, CA, 91914"
37680230105965,Salt Creek Elementary,1055 Hunte Parkway,1055 Hunte Pkwy.,Chula Vista,91914-3622,CA,ELEM,N,32.649018,-116.94925,2019-02-13,91914,91914.0,"1055 Hunte Parkway, Chula Vista, CA, 91914"
37680230108662,Veterans Elementary,1550 Magdalena Avenue,1550 Magdalena Ave.,Chula Vista,91913-3948,CA,ELEM,N,32.623835,-116.97634,2019-02-13,91913,91913.0,"1550 Magdalena Avenue, Chula Vista, CA, 91913"
37680230114009,Wolf Canyon Elementary,1950 Wolf Canyon Loop,1950 Wolf Canyon Loop,Chula Vista,91913-3948,CA,ELEM,N,32.611931,-116.97324,2020-08-13,91913,91913.0,"1950 Wolf Canyon Loop, Chula Vista, CA, 91913"
37680230119594,Leonardo da Vinci Health Sciences Charter,229 East Naples,229 East Naples,Chula Vista,91911-2332,CA,ELEM,N,32.619689,-117.04798,2020-08-13,91911,91911.0,"229 East Naples, Chula Vista, CA, 91911"
37680230124321,Howard Gardner Community Charter,647 E Street,647 E St.,Chula Vista,91910-2119,CA,ELEM,N,32.641093,-117.09543,2019-02-13,91910,91910.0,"647 E Street, Chula Vista, CA, 91910"
37680230127431,Camarena (Enrique S.) Elementary,1650 Exploration Falls Drive,1650 Exploration Falls Dr.,Chula Vista,91915-1961,CA,ELEM,N,32.622811,-116.95651,2019-02-13,91915,91915.0,"1650 Exploration Falls Drive, Chula Vista, CA, 91915"
37680230131474,Special Education Preschool,"84 East J Street, Room 301","84 East J St., Rm. 301",Chula Vista,91910-6115,CA,PS,N,32.631632,-117.05816,2019-08-19,91910,91910.0,"84 East J Street, Room 301, Chula Vista, CA, 91910"
37680230135277,Muraoka (Saburo) Elementary,1644 Santa Alexia Avenue,1644 Santa Alexia Ave.,Chula Vista,91915,CA,ELEM,N,32.615167,-116.99163,2020-01-27,91915,91915.0,"1644 Santa Alexia Avenue, Chula Vista, CA, 91915"
37680230138073,Learning Choice Academy - Chula Vista,"881 Kuhn Drive Suite, 106","881 Kuhn Dr. Ste., 106",Chula Vista,91914-3563,CA,ELEMHIGH,C,32.652419,-116.96551,2020-08-13,91914,91914.0,"881 Kuhn Drive Suite, 106, Chula Vista, CA, 91914"
37680236037824,Castle Park Elementary,25 Emerson Street,25 Emerson St.,Chula Vista,91910-3309,CA,ELEM,N,32.615057,-117.05726,2020-08-12,91910,91910.0,"25 Emerson Street, Chula Vista, CA, 91910"
37680236037832,Allen (Ella B.) Elementary,4300 Allen School Road,4300 Allen School Rd.,Bonita,91902-2309,CA,ELEM,N,32.656765,-117.03358,2020-08-13,91902,91902.0,"4300 Allen School Road, Bonita, CA, 91902"
37680236037840,Rohr (Fred H.) Elementary,1540 Malta Avenue,1540 Malta Ave.,Chula Vista,91911-5999,CA,ELEM,N,32.602452,-117.04055,2020-08-13,91911,91911.0,"1540 Malta Avenue, Chula Vista, CA, 91911"
37680236037857,Rogers (Greg) Elementary,510 East Naples Street,510 East Naples St.,Chula Vista,91911-2519,CA,ELEM,N,32.611251,-117.07781,2020-08-13,91911,91911.0,"510 East Naples Street, Chula Vista, CA, 91911"
37680236037865,Halecrest Elementary,475 East J Street,475 East J St.,Chula Vista,91910-6499,CA,ELEM,N,32.634394,-117.04331,2020-08-13,91910,91910.0,"475 East J Street, Chula Vista, CA, 91910"
37680236037873,Harborside Elementary,681 Naples Street,681 Naples St.,Chula Vista,91911-1619,CA,ELEM,N,32.609058,-117.08551,2019-02-13,91911,91911.0,"681 Naples Street, Chula Vista, CA, 91911"
37680236037881,Cook (Hazel Goes) Elementary,875 Cuyamaca Avenue,875 Cuyamaca Ave.,Chula Vista,91911-1501,CA,ELEM,N,32.625934,-117.0562,2020-08-13,91911,91911.0,"875 Cuyamaca Avenue, Chula Vista, CA, 91911"
37680236037899,Hilltop Drive Elementary,30 Murray Street,30 Murray St.,Chula Vista,91910-6020,CA,ELEM,N,32.632209,-117.06414,2020-08-13,91910,91910.0,"30 Murray Street, Chula Vista, CA, 91910"
37680236037907,Lauderbach (J. Calvin) Elementary,390 Palomar Street,390 Palomar St.,Chula Vista,91911-3182,CA,ELEM,N,32.620279,-117.07566,2019-02-13,91911,91911.0,"390 Palomar Street, Chula Vista, CA, 91911"
37680236037915,Montgomery (John J.) Elementary,1601 Fourth Avenue,1601 Fourth Ave.,Chula Vista,91911-5799,CA,ELEM,N,32.597875,-117.069,2020-08-13,91911,91911.0,"1601 Fourth Avenue, Chula Vista, CA, 91911"
37680236037923,Kellogg (Karl H.) Elementary,229 East Naples Street,229 East Naples St.,Chula Vista,91911-2399,CA,ELEM,N,32.619721,-117.04805,2020-08-13,91911,91911.0,"229 East Naples Street, Chula Vista, CA, 91911"
37680236037931,Rice (Lilian J.) Elementary,915 Fourth Avenue,915 Fourth Ave.,Chula Vista,91911-2098,CA,ELEM,N,32.619137,-117.07569,2019-02-13,91911,91911.0,"915 Fourth Avenue, Chula Vista, CA, 91911"
37680236037949,Loma Verde Elementary,1450 Loma Lane,1450 Loma Ln.,Chula Vista,91911-5310,CA,ELEM,N,32.601123,-117.04889,2019-02-13,91911,91911.0,"1450 Loma Lane, Chula Vista, CA, 91911"
37680236037956,Feaster (Mae L.) Charter,670 Flower Street,670 Flower St.,Chula Vista,91910-1327,CA,ELEM,N,32.642227,-117.09686,2019-02-13,91910,91910.0,"670 Flower Street, Chula Vista, CA, 91910"
37680236037964,Finney (Myrtle S.) Elementary,3950 Byrd Street,3950 Byrd St.,San Diego,92154-1799,CA,ELEM,N,32.584496,-117.04839,2020-08-13,92154,92154.0,"3950 Byrd Street, San Diego, CA, 92154"
37680236037972,Palomar Elementary,300 East Palomar Street,300 East Palomar St.,Chula Vista,91911-3799,CA,ELEM,N,32.613776,-117.04282,2020-08-13,91911,91911.0,"300 East Palomar Street, Chula Vista, CA, 91911"
37680236037980,Mueller Charter (Robert L.),715 I Street,715 I St.,Chula Vista,91910-5112,CA,ELEMHIGH,N,32.626229,-117.09284,2020-08-21,91910,91910.0,"715 I Street, Chula Vista, CA, 91910"
37680236037998,Rosebank Elementary,80 Flower Street,80 Flower St.,Chula Vista,91911-1997,CA,ELEM,N,32.649741,-117.07336,2020-08-13,91911,91911.0,"80 Flower Street, Chula Vista, CA, 91911"
37680236038004,Silver Wing Elementary,3730 Arey Drive,3730 Arey Dr.,San Diego,92154-2422,CA,ELEM,N,32.578749,-117.05258,2019-12-05,92154,92154.0,"3730 Arey Drive, San Diego, CA, 92154"
37680236038012,Sunnyside Elementary,5430 San Miguel Road,5430 San Miguel Rd.,Bonita,91902-2209,CA,ELEM,N,32.674619,-117.01545,2020-08-13,91902,91902.0,"5430 San Miguel Road, Bonita, CA, 91902"
37680236038020,Valle Lindo Elementary,1515 Oleander Avenue,1515 Oleander Ave.,Chula Vista,91911-5699,CA,ELEM,N,32.604937,-117.03275,2020-08-12,91911,91911.0,"1515 Oleander Avenue, Chula Vista, CA, 91911"
37680236038038,Valley Vista Elementary,3724 Valley Vista Way,3724 Valley Vista Way,Bonita,91902-1139,CA,ELEM,N,32.659676,-117.04907,2019-02-13,91902,91902.0,"3724 Valley Vista Way, Bonita, CA, 91902"
37680236038046,Vista Square Elementary,540 G Street,540 G St.,Chula Vista,91910-3604,CA,ELEM,N,32.635041,-117.08832,2020-08-13,91910,91910.0,"540 G Street, Chula Vista, CA, 91910"
37680236066971,Parkview Elementary,575 Juniper Street,575 Juniper St.,Chula Vista,91911-3826,CA,ELEM,N,32.612989,-117.03115,2020-08-13,91911,91911.0,"575 Juniper Street, Chula Vista, CA, 91911"
37680236069090,Juarez-Lincoln Elementary,849 Twining Avenue,849 Twining Ave.,San Diego,92154-2599,CA,ELEM,N,32.58072,-117.04543,2020-08-13,92154,92154.0,"849 Twining Avenue, San Diego, CA, 92154"
37680236070825,Los Altos Elementary,1332 Kenalan Drive,1332 Kenalan Dr.,San Diego,92154-3731,CA,ELEM,N,32.572654,-117.04889,2019-02-13,92154,92154.0,"1332 Kenalan Drive, San Diego, CA, 92154"
37680236095020,Tiffany (Burton C.) Elementary,1691 Elmhurst Street,1691 Elmhurst St.,Chula Vista,91913-2612,CA,ELEM,N,32.64483,-116.99102,2020-08-13,91913,91913.0,"1691 Elmhurst Street, Chula Vista, CA, 91913"
37680236095038,Otay Elementary,1651 Albany Avenue,1651 Albany Ave.,Chula Vista,91911-5801,CA,ELEM,N,32.595806,-117.05804,2020-08-13,91911,91911.0,"1651 Albany Avenue, Chula Vista, CA, 91911"
37680236107775,Chula Vista Hills Elementary,980 Buena Vista Way,980 Buena Vista Way,Chula Vista,91910-7133,CA,ELEM,N,32.636251,-117.00246,2020-08-13,91910,91910.0,"980 Buena Vista Way, Chula Vista, CA, 91910"
37680236108492,EastLake Elementary,1955 Hillside Drive,1955 Hillside Dr.,Chula Vista,91913-1263,CA,ELEM,N,32.657494,-116.98515,2019-02-13,91913,91913.0,"1955 Hillside Drive, Chula Vista, CA, 91913"
37680236109771,Clear View,455 Windrose Way,455 Windrose Way,Chula Vista,91910-7400,CA,ELEM,N,32.644805,-117.04506,2019-06-25,91910,91910.0,"455 Windrose Way, Chula Vista, CA, 91910"
37680236111322,Discovery Charter,1100 Camino Biscay,1100 Camino Biscay,Chula Vista,91910-7737,CA,ELEM,N,32.641918,-117.01759,2020-05-28,91910,91910.0,"1100 Camino Biscay, Chula Vista, CA, 91910"
37680236113021,Olympic View Elementary,1220 South Greensview Drive,1220 South Greensview Dr.,Chula Vista,91915-2127,CA,ELEM,N,32.63572,-116.96342,2020-08-13,91915,91915.0,"1220 South Greensview Drive, Chula Vista, CA, 91915"
37680236115646,Casillas (Joseph) Elementary,1130 East J Street,1130 East J St.,Chula Vista,91910-7164,CA,ELEM,N,32.630446,-117.00915,2020-08-13,91910,91910.0,"1130 East J Street, Chula Vista, CA, 91910"
37680236115778,Chula Vista Learning Community Charter,590 K Street,590 K St.,Chula Vista,91911-1118,CA,ELEMHIGH,N,32.620687,-117.08495,2019-02-13,91911,91911.0,"590 K Street, Chula Vista, CA, 91911"
37680236116396,Marshall (Thurgood) Elementary,2295 MacKenzie Creek Road,2295 MacKenzie Creek Rd.,Chula Vista,91914-3537,CA,ELEM,N,32.659064,-116.9682,2020-08-13,91914,91914.0,"2295 MacKenzie Creek Road, Chula Vista, CA, 91914"
37680236116859,Arroyo Vista Charter,2491 School House Road,2491 School House Rd.,Chula Vista,91915-2534,CA,ELEM,N,32.638128,-116.95252,2019-02-13,91915,91915.0,"2491 School House Road, Chula Vista, CA, 91915"
37680236118970,Heritage Elementary,1450 Santa Lucia Road,1450 Santa Lucia Rd.,Chula Vista,91913-1480,CA,ELEM,N,32.626236,-116.9953,2019-02-13,91913,91913.0,"1450 Santa Lucia Road, Chula Vista, CA, 91913"
37680236118988,McMillin (Corky) Elementary,1201 Santa Cora Avenue,1201 Santa Cora Ave.,Chula Vista,91913-1799,CA,ELEM,N,32.631793,-116.98529,2020-08-13,91913,91913.0,"1201 Santa Cora Avenue, Chula Vista, CA, 91913"
37680310131375,Coronado Unified Special Education Pre-K,201 6th Street,201 6th St.,Coronado,92118-1638,CA,PS,N,32.696405,-117.18735,2018-03-14,92118,92118.0,"201 6th Street, Coronado, CA, 92118"
37680313731478,Coronado High,650 D Avenue,650 D Ave.,Coronado,92118-2113,CA,HS,C,32.691403,-117.17817,2020-08-13,92118,92118.0,"650 D Avenue, Coronado, CA, 92118"
37680316038053,Coronado Village Elementary,600 Sixth Street,600 Sixth St.,Coronado,92118-1600,CA,ELEM,N,32.693914,-117.18213,2020-08-13,92118,92118.0,"600 Sixth Street, Coronado, CA, 92118"
37680316038087,Silver Strand Elementary,1350 Leyte Road,1350 Leyte Rd.,Coronado,92118-3124,CA,ELEM,N,32.643984,-117.14542,2020-08-13,92118,92118.0,"1350 Leyte Road, Coronado, CA, 92118"
37680316059570,Coronado Middle,550 F Avenue,550 F Ave.,Coronado,92118-2110,CA,INTMIDJR,N,32.69378,-117.17956,2020-08-13,92118,92118.0,"550 F Avenue, Coronado, CA, 92118"
37680490127118,The Heights Charter,"2710 Alpine Boulevard, Suite E","2710 Alpine Blvd., Ste. E",Alpine,91901-2389,CA,ELEM,N,32.835104,-116.75529,2020-08-13,91901,91901.0,"2710 Alpine Boulevard, Suite E, Alpine, CA, 91901"
37680490129221,MethodSchools,4612 Dehesa Road,4612 Dehesa Rd.,El Cajon,92019-2922,CA,ELEMHIGH,V,32.781118,-116.84889,2020-03-02,92019,92019.0,"4612 Dehesa Road, El Cajon, CA, 92019"
37680490132506,Cabrillo Point Academy,4612 Dehesa Road,4612 Dehesa Rd.,El Cajon,92019-2922,CA,ELEMHIGH,V,32.781118,-116.84889,2020-08-13,92019,92019.0,"4612 Dehesa Road, El Cajon, CA, 92019"
37680490136416,Pacific Coast Academy,13915 Danielson Street #103,13915 Danielson St. #103,Poway,92064-8884,CA,ELEMHIGH,V,32.939893,-117.03003,2020-08-13,92064,92064.0,"13915 Danielson Street #103, Poway, CA, 92064"
37680490136614,Diego Hills Central Public Charter,4348 54th Street,4348 54th St.,San Diego,92115-5300,CA,ELEMHIGH,N,32.756779,-117.0803,2020-08-13,92115,92115.0,"4348 54th Street, San Diego, CA, 92115"
37680496038095,Dehesa Elementary,4612 Dehesa Road,4612 Dehesa Rd.,El Cajon,92019-2922,CA,ELEM,N,32.781239,-116.8512,2020-03-10,92019,92019.0,"4612 Dehesa Road, El Cajon, CA, 92019"
