CDSCode,School,Street,StreetAbr,City,Zip,State,EILCode,Virtual,Latitude,Longitude,LastUpDate,AddrZip,SmallZip,Address
37737916039093,San Marcos Middle,650 West Mission Road,650 West Mission Rd.,San Marcos,92069-1555,CA,INTMIDJR,N,33.145673,-117.1749,2020-08-13,92069,92069.0,"650 West Mission Road, San Marcos, CA, 92069"
37737916095061,Woodland Park Middle,1270 Rock Springs Road,1270 Rock Springs Rd.,San Marcos,92069-3220,CA,INTMIDJR,N,33.147436,-117.12958,2020-08-13,92069,92069.0,"1270 Rock Springs Road, San Marcos, CA, 92069"
37737916105993,La Costa Meadows Elementary,6889 El Fuerte Street,6889 El Fuerte St.,Carlsbad,92009-5923,CA,ELEM,N,33.104542,-117.23995,2020-08-13,92009,92009.0,"6889 El Fuerte Street, Carlsbad, CA, 92009"
37737916107148,Knob Hill Elementary,1825 Knob Hill Road,1825 Knob Hill Rd.,San Marcos,92069-3301,CA,ELEM,N,33.139633,-117.11971,2020-08-13,92069,92069.0,"1825 Knob Hill Road, San Marcos, CA, 92069"
37737916108872,Paloma Elementary,660 Camino Magnifico,660 Camino Magnifico,San Marcos,92069-7323,CA,ELEM,N,33.159796,-117.18482,2020-08-13,92069,92069.0,"660 Camino Magnifico, San Marcos, CA, 92069"
37737916114169,Discovery Elementary,730 Applewilde Drive,730 Applewilde Dr.,San Marcos,92078-4969,CA,ELEM,N,33.129296,-117.1905,2020-08-13,92078,92078.0,"730 Applewilde Drive, San Marcos, CA, 92078"
37737916115349,Twin Oaks Elementary,1 Cassou Road,1 Cassou Rd.,San Marcos,92069-9831,CA,ELEM,N,33.178528,-117.15544,2020-08-13,92069,92069.0,"1 Cassou Road, San Marcos, CA, 92069"
37737916116206,Carrillo Elementary,2875 Poinsettia Lane,2875 Poinsettia Ln.,Carlsbad,92009-3041,CA,ELEM,N,33.119466,-117.2419,2020-08-13,92009,92009.0,"2875 Poinsettia Lane, Carlsbad, CA, 92009"
37745263790029,San Diego County ROP,"6401 Linda Vista Road, Room 408","6401 Linda Vista Rd., Rm. 408",San Diego,92111-7319,CA,UG,,32.771468,-117.1793,2015-03-24,92111,92111.0,"6401 Linda Vista Road, Room 408, San Diego, CA, 92111"
37754160122796,All Tribes Elementary Charter,"34320 Valley Center Road, Suite B","34320 Valley Center Rd., Ste. B",Valley Center,92082-6046,CA,ELEM,N,33.277583,-116.95371,2019-02-13,92082,92082.0,"34320 Valley Center Road, Suite B, Valley Center, CA, 92082"
37754160132472,California Pacific Charter - San Diego,4101 Birch Street Suite 150,4101 Birch St. Ste. 150,Newport Beach,92660-2221,CA,ELEMHIGH,F,33.666,-117.86982,2020-05-15,92660,92660.0,"4101 Birch Street Suite 150, Newport Beach, CA, 92660"
37754160138651,San Diego Mission Academy,9512 Chesapeake Drive Suite 402,9512 Chesapeake Dr. Ste. 402,San Diego,92123-1305,CA,ELEMHIGH,F,32.835904,-117.12397,2020-08-13,92123,92123.0,"9512 Chesapeake Drive Suite 402, San Diego, CA, 92123"
37754160139378,Sage Oak Charter School - South,1473 Ford Street Suite #105,1473 Ford St. Ste. #105,Redlands,92373-3913,CA,ELEMHIGH,V,34.038346,-117.15383,2020-08-13,92373,92373.0,"1473 Ford Street Suite #105, Redlands, CA, 92373"
37754160139386,Excel Academy Charter,"1 Technology Drive Building I, Suite 811","1 Technology Dr. Bldg. I, Ste. 811",Irvine,92618-2339,CA,ELEMHIGH,V,33.647447,-117.73468,2020-05-21,92618,92618.0,"1 Technology Drive Building I, Suite 811, Irvine, CA, 92618"
37754160139451,Pathways Academy Charter - Adult Education,100 East San Marcos Boulevard Suite 350,100 East San Marcos Blvd. Ste. 350,San Marcos,92069-2986,CA,HS,F,33.141522,-117.16245,2019-11-04,92069,92069.0,"100 East San Marcos Boulevard Suite 350, San Marcos, CA, 92069"
37754163730975,Warner Junior/Senior High,30951 Highway 79,30951 Highway 79,Warner Springs,92086,CA,HS,N,33.292294,-116.68489,2020-08-13,92086,92086.0,"30951 Highway 79, Warner Springs, CA, 92086"
37754163731015,San Jose Valley Continuation High,30951 Highway 79,30951 Highway 79,Warner Springs,92086,CA,HS,N,33.292294,-116.68489,2017-05-26,92086,92086.0,"30951 Highway 79, Warner Springs, CA, 92086"
37754166040661,Warner Elementary,30951 Highway 79,30951 Highway 79,Warner Springs,92086-0008,CA,ELEM,N,33.346655,-116.73027,2020-08-13,92086,92086.0,"30951 Highway 79, Warner Springs, CA, 92086"
37754166119275,All Tribes Charter,34320 Valley Center Road,34320 Valley Center Rd.,Valley Center,92082-6046,CA,ELEMHIGH,N,33.277583,-116.95371,2019-02-13,92082,92082.0,"34320 Valley Center Road, Valley Center, CA, 92082"
37756140100511,Lilac,30109 Lilac Road,30109 Lilac Rd.,Valley Center,92082-3318,CA,ELEM,N,33.256624,-117.06917,2019-08-21,92082,92082.0,"30109 Lilac Road, Valley Center, CA, 92082"
37756143731114,Valley Center High,31322 Cole Grade Road,31322 Cole Grade Rd.,Valley Center,92082-3867,CA,HS,N,33.279829,-117.02379,2020-08-13,92082,92082.0,"31322 Cole Grade Road, Valley Center, CA, 92082"
37756143731312,Oak Glen High,14172 West Oak Glen Road,14172 West Oak Glen Rd.,Valley Center,92082-4123,CA,HS,N,33.282007,-117.02401,2020-08-13,92082,92082.0,"14172 West Oak Glen Road, Valley Center, CA, 92082"
37756143731338,Valley Center-Pauma Adult,31322 Cole Grade Road,31322 Cole Grade Rd.,Valley Center,92082,CA,HS,N,33.28002,-117.02398,2018-07-12,92082,92082.0,"31322 Cole Grade Road, Valley Center, CA, 92082"
37756143731601,Valley Center Prep,28751-U Cole Grade Road,28751-U Cole Grade Rd.,Valley Center,92082,CA,ELEMHIGH,N,33.236018,-117.02144,2020-08-13,92082,92082.0,"28751-U Cole Grade Road, Valley Center, CA, 92082"
37756146038962,Pauma Elementary,33158 Cole Grade Road,33158 Cole Grade Rd.,Pauma Valley,92061-9578,CA,ELEM,N,33.315897,-116.99873,2019-08-21,92061,92061.0,"33158 Cole Grade Road, Pauma Valley, CA, 92061"
37756146093272,Valley Center Middle,28102 North Lake Wohlford Road,28102 North Lake Wohlford Rd.,Valley Center,92082-6740,CA,INTMIDJR,N,33.224381,-116.97567,2019-08-21,92082,92082.0,"28102 North Lake Wohlford Road, Valley Center, CA, 92082"
37756146106124,Valley Center Primary,14249 Fruitvale Road,14249 Fruitvale Rd.,Valley Center,92082-5907,CA,ELEM,N,33.239526,-117.02157,2019-08-21,92082,92082.0,"14249 Fruitvale Road, Valley Center, CA, 92082"
37756146112494,Valley Center Elementary,28751 Cole Grade Road,28751 Cole Grade Rd.,Valley Center,92082-6575,CA,ELEM,N,33.234769,-117.02397,2019-08-21,92082,92082.0,"28751 Cole Grade Road, Valley Center, CA, 92082"
37764710114678,High Tech High Chula Vista,1945 Discovery Falls Drive,1945 Discovery Falls Dr.,Chula Vista,91915-2037,CA,HS,N,32.62223,-116.95962,2020-08-31,91915,91915.0,"1945 Discovery Falls Drive, Chula Vista, CA, 91915"
37764710114694,High Tech High North County,1420 San Marcos Boulevard,1420 San Marcos Blvd.,San Marcos,92078-4017,CA,HS,N,33.131486,-117.20153,2020-08-13,92078,92078.0,"1420 San Marcos Boulevard, San Marcos, CA, 92078"
37764710119271,High Tech Middle North County,1460 West San Marcos Boulevard,1460 West San Marcos Blvd.,San Marcos,92078-4017,CA,INTMIDJR,N,33.131433,-117.20232,2020-08-13,92078,92078.0,"1460 West San Marcos Boulevard, San Marcos, CA, 92078"
37764710123042,High Tech Middle Chula Vista,1949 Discovery Falls Drive,1949 Discovery Falls Dr.,Chula Vista,91915-2037,CA,INTMIDJR,N,32.619241,-116.95858,2020-08-13,91915,91915.0,"1949 Discovery Falls Drive, Chula Vista, CA, 91915"
37764710123059,High Tech Elementary Chula Vista,1949 Discovery Falls Drive,1949 Discovery Falls Dr.,Chula Vista,91915-2037,CA,ELEM,N,32.619241,-116.95858,2020-08-13,91915,91915.0,"1949 Discovery Falls Drive, Chula Vista, CA, 91915"
37764710127605,High Tech Elementary North County,1480 West San Marcos Boulevard,1480 West San Marcos Blvd.,San Marcos,92078-4017,CA,ELEM,N,33.131439,-117.20377,2020-08-13,92078,92078.0,"1480 West San Marcos Boulevard, San Marcos, CA, 92078"
37764710137067,High Tech High Mesa,5331 Mount Alifan,5331 Mt. Alifan,San Diego,92111-2622,CA,HS,N,32.815661,-117.18079,2020-08-13,92111,92111.0,"5331 Mount Alifan, San Diego, CA, 92111"
37764710138768,High Tech Middle Mesa,5331 Mount Alifan Drive Building 400,5331 Mt. Alifan Dr. Bldg. 400,San Diego,92111-2622,CA,INTMIDJR,N,32.815661,-117.18079,2020-08-13,92111,92111.0,"5331 Mount Alifan Drive Building 400, San Diego, CA, 92111"
37764710138776,High Tech Elementary Mesa,5331 Mount Alifan Drive Building 200,5331 Mt. Alifan Dr. Bldg. 200,San Diego,92111-2622,CA,ELEM,N,32.815661,-117.18079,2020-08-13,92111,92111.0,"5331 Mount Alifan Drive Building 200, San Diego, CA, 92111"
37768510110122,Bonsall West Elementary,5050 El Mirlo Drive,5050 El Mirlo Dr.,Oceanside,92057-2704,CA,ELEM,N,33.263619,-117.29384,2020-08-13,92057,92057.0,"5050 El Mirlo Drive, Oceanside, CA, 92057"
37768510129320,Bonsall High,7350 West Lilac Road,7350 West Lilac Rd.,Bonsall,92003-4316,CA,HS,N,33.296238,-117.17648,2020-08-13,92003,92003.0,"7350 West Lilac Road, Bonsall, CA, 92003"
37768516037543,Bonsall Elementary,31555 Old River Road,31555 Old River Rd.,Bonsall,92003-5112,CA,ELEM,N,33.287143,-117.22078,2020-08-13,92003,92003.0,"31555 Old River Road, Bonsall, CA, 92003"
37768516108567,Norman L. Sullivan Middle,7350 West Lilac Road,7350 West Lilac Rd.,Bonsall,92003-5112,CA,INTMIDJR,N,33.296116,-117.17507,2020-08-13,92003,92003.0,"7350 West Lilac Road, Bonsall, CA, 92003"
37768516113468,Vivian Banks Charter,11800 Pala Mission Road,11800 Pala Mission Rd.,Pala,92059,CA,ELEM,N,33.365115,-117.07171,2020-08-13,92059,92059.0,"11800 Pala Mission Road, Pala, CA, 92059"
37770320134577,Audeo Charter II,"3821 Plaza Drive, Suite 402","3821 Plaza Drive, Ste. 402",Oceanside,92056-4605,CA,ELEMHIGH,N,33.180779,-117.29137,2020-08-13,92056,92056.0,"3821 Plaza Drive, Suite 402, Oceanside, CA, 92056"
37770990136077,Grossmont Secondary,111 Fletcher Parkway,111 Fletcher Pkwy.,El Cajon,92020-2510,CA,HS,N,32.806734,-116.96305,2020-08-13,92020,92020.0,"111 Fletcher Parkway, El Cajon, CA, 92020"
37771070136473,Sweetwater Secondary,3252 Bonita Road,3252 Bonita Rd.,Chula Vista,91910-3200,CA,HS,N,32.648779,-117.05338,2020-08-13,91910,91910.0,"3252 Bonita Road, Chula Vista, CA, 91910"
37771560137323,Vista Springs Charter,700 East Bobier Avenue,700 East Bobier Ave.,Vista,92084-3804,CA,ELEMHIGH,N,33.220678,-117.23443,2019-03-27,92084,92084.0,"700 East Bobier Avenue, Vista, CA, 92084"
37771640137356,College Preparatory Middle,10269 Madrid Way,10269 Madrid Way,Spring Valley,91977-1928,CA,INTMIDJR,N,32.745829,-116.9713,2020-08-13,91977,91977.0,"10269 Madrid Way, Spring Valley, CA, 91977"
37771720138099,Baypoint Preparatory Academy - San Diego,520 E. Carmel Street,520 E. Carmel St.,San Marcos,92078-3811,CA,ELEM,N,33.138648,-117.15028,2020-08-13,92078,92078.0,"520 E. Carmel Street, San Marcos, CA, 92078"
