geometry#hiddenmore,SRA_ID#hidden,SRA,#img,#name,2019 Provide services as a primary caregiver or caretaker (%)#number,2019 Occupation: Healthcare Practitioner/Technician#number,2019 Occupation: Healthcare Practitioner/Technician (%)#number,2019 Occupation: Healthcare Support#number,2019 Occupation: Healthcare Support (%)#number
"MULTIPOLYGON (((-116.7796 32.8932,-116.7666 32.8928,-116.7643 32.8921,-116.7636 32.8906,-116.7618 32.8901,-116.7601 32.8909,-116.7550 32.8911,-116.7513 32.8949,-116.7477 32.8959,-116.7380 32.9002,-116.7345 32.9011,-116.7306 32.9027,-116.7263 32.9027,-116.7245 32.9021,-116.7232 32.9006,-116.7196 32.9001,-116.7188 32.8994,-116.7188 32.8978,-116.7177 32.8972,-116.7174 32.8964,-116.7173 32.8944,-116.7137 32.8906,-116.7134 32.8880,-116.7123 32.8867,-116.7123 32.8861,-116.7130 32.8854,-116.7126 32.8822,-116.7120 32.8813,-116.7112 32.8808,-116.7100 32.8809,-116.7069 32.8823,-116.7039 32.8814,-116.7022 32.8823,-116.7009 32.8823,-116.6980 32.8734,-116.6959 32.8694,-116.6956 32.8664,-116.6946 32.8642,-116.6949 32.8633,-116.6967 32.8618,-116.6968 32.8610,-116.6980 32.8601,-116.6981 32.8554,-116.6903 32.8554,-116.6897 32.8549,-116.6896 32.8528,-116.6890 32.8519,-116.6843 32.8511,-116.6834 32.8503,-116.6837 32.8462,-116.6932 32.8439,-116.6874 32.8439,-116.6875 32.8424,-116.6838 32.8418,-116.6817 32.8405,-116.6812 32.8397,-116.6810 32.8383,-116.6765 32.8378,-116.6732 32.8311,-116.6741 32.8310,-116.6714 32.8274,-116.6718 32.8269,-116.6733 32.8271,-116.6764 32.8264,-116.6778 32.8238,-116.6810 32.8232,-116.6822 32.8219,-116.6840 32.8212,-116.6883 32.8209,-116.6892 32.8198,-116.6898 32.8204,-116.6918 32.8205,-116.6934 32.8217,-116.6947 32.8220,-116.6980 32.8213,-116.6994 32.8219,-116.7011 32.8214,-116.7026 32.8220,-116.7041 32.8219,-116.7068 32.8195,-116.7103 32.8185,-116.7136 32.8146,-116.7139 32.8130,-116.7148 32.8125,-116.7165 32.8124,-116.7174 32.8111,-116.7219 32.8121,-116.7306 32.8121,-116.7315 32.8109,-116.7315 32.8103,-116.7325 32.8101,-116.7380 32.8125,-116.7384 32.8130,-116.7384 32.8138,-116.7393 32.8145,-116.7415 32.8146,-116.7420 32.8137,-116.7431 32.8132,-116.7434 32.8124,-116.7430 32.8111,-116.7433 32.8101,-116.7423 32.8086,-116.7430 32.8079,-116.7428 32.8065,-116.7452 32.8062,-116.7463 32.8053,-116.7462 32.8015,-116.7487 32.8002,-116.7506 32.7977,-116.7508 32.7961,-116.7496 32.7938,-116.7502 32.7922,-116.7510 32.7919,-116.7598 32.7948,-116.7650 32.7867,-116.7726 32.7867,-116.7756 32.7853,-116.7819 32.7868,-116.7925 32.7846,-116.7934 32.7838,-116.7937 32.7822,-116.7910 32.7785,-116.7926 32.7771,-116.7934 32.7743,-116.7946 32.7729,-116.7994 32.7719,-116.8029 32.7729,-116.8035 32.7742,-116.8068 32.7743,-116.8073 32.7738,-116.8070 32.7726,-116.8074 32.7721,-116.8103 32.7720,-116.8128 32.7708,-116.8158 32.7704,-116.8191 32.7721,-116.8278 32.7728,-116.8320 32.7698,-116.8313 32.7682,-116.8309 32.7685,-116.8308 32.7676,-116.8314 32.7662,-116.8335 32.7649,-116.8381 32.7649,-116.8402 32.7653,-116.8430 32.7635,-116.8478 32.7638,-116.8500 32.7658,-116.8474 32.7684,-116.8471 32.7722,-116.8478 32.7736,-116.8501 32.7739,-116.8492 32.7744,-116.8477 32.7743,-116.8470 32.7737,-116.8421 32.7745,-116.8404 32.7756,-116.8383 32.7794,-116.8347 32.7826,-116.8334 32.7842,-116.8310 32.7897,-116.8289 32.7924,-116.8278 32.7962,-116.8246 32.7991,-116.8233 32.8014,-116.8115 32.8085,-116.8101 32.8111,-116.8086 32.8128,-116.8090 32.8140,-116.8082 32.8164,-116.8071 32.8181,-116.8058 32.8189,-116.8053 32.8210,-116.8067 32.8229,-116.8113 32.8259,-116.8128 32.8288,-116.8155 32.8312,-116.8144 32.8335,-116.8075 32.8417,-116.8090 32.8431,-116.8097 32.8455,-116.8093 32.8457,-116.8095 32.8468,-116.8077 32.8467,-116.8073 32.8478,-116.8059 32.8481,-116.8044 32.8508,-116.8048 32.8521,-116.8046 32.8533,-116.8038 32.8542,-116.8039 32.8549,-116.8028 32.8551,-116.8023 32.8570,-116.7998 32.8593,-116.7980 32.8657,-116.7968 32.8671,-116.7951 32.8683,-116.7956 32.8700,-116.7930 32.8746,-116.7931 32.8779,-116.7922 32.8838,-116.7912 32.8859,-116.7882 32.8886,-116.7855 32.8901,-116.7796 32.8919,-116.7796 32.8932)))",38,ALPINE,Seal_of_San_Diego_County_California,   Alpine,6.1%,392,0.0487,91,0.0113
"MULTIPOLYGON (((-116.5030 33.1603,-116.5079 33.1635,-116.5097 33.1632,-116.5110 33.1639,-116.5124 33.1640,-116.5129 33.1647,-116.5148 33.1654,-116.5154 33.1665,-116.5162 33.1670,-116.5172 33.1815,-116.5129 33.1811,-116.5127 33.1781,-116.4950 33.1779,-116.4953 33.1811,-116.4997 33.1810,-116.4997 33.1818,-116.4959 33.1840,-116.4930 33.1865,-116.4934 33.1878,-116.4943 33.1883,-116.4977 33.1890,-116.4990 33.1898,-116.4999 33.1958,-116.4998 33.2030,-116.5078 33.2029,-116.5079 33.2097,-116.5079 33.2104,-116.4952 33.2105,-116.4956 33.2212,-116.4913 33.2213,-116.4914 33.2247,-116.4955 33.2247,-116.4956 33.2281,-116.4913 33.2282,-116.4913 33.2388,-116.4904 33.2425,-116.4992 33.2426,-116.4985 33.2539,-116.4897 33.3265,-116.4887 33.3408,-116.5668 33.3415,-116.5678 33.3492,-116.5808 33.3497,-116.5807 33.3531,-116.5721 33.3528,-116.5719 33.3555,-116.5709 33.3562,-116.5676 33.3561,-116.5674 33.3629,-116.5938 33.3637,-116.6014 33.3631,-116.6180 33.3634,-116.6177 33.4274,-116.5077 33.4270,-116.2985 33.4274,-116.1977 33.4289,-116.1299 33.4261,-116.0849 33.4263,-116.0852 33.3392,-116.0822 33.2512,-116.0811 33.1908,-116.0808 33.1474,-116.0812 33.0746,-116.1033 33.0747,-116.1028 32.9746,-116.1030 32.9307,-116.1024 32.9087,-116.1032 32.9037,-116.1037 32.8889,-116.1026 32.8647,-116.1034 32.8418,-116.1035 32.8144,-116.1030 32.7263,-116.1055 32.7263,-116.1058 32.6454,-116.1094 32.6394,-116.1111 32.6381,-116.1134 32.6374,-116.1476 32.6342,-116.1634 32.6360,-116.1657 32.6365,-116.1688 32.6379,-116.1759 32.6427,-116.1950 32.6499,-116.1970 32.6513,-116.2047 32.6585,-116.2080 32.6604,-116.2081 32.6825,-116.2090 32.6976,-116.2076 32.7122,-116.2087 32.7266,-116.2228 32.7263,-116.2224 32.7499,-116.2196 32.8143,-116.3262 32.8150,-116.3263 32.8295,-116.3347 32.8295,-116.3348 32.8512,-116.3264 32.8513,-116.3265 32.8550,-116.3222 32.8549,-116.3222 32.8585,-116.3181 32.8585,-116.3181 32.8701,-116.3242 32.8647,-116.3255 32.8647,-116.3268 32.8656,-116.3314 32.8654,-116.3336 32.8643,-116.3406 32.8637,-116.3430 32.8616,-116.3456 32.8612,-116.3478 32.8602,-116.3503 32.8598,-116.3511 32.8591,-116.3523 32.8591,-116.3573 32.8576,-116.3586 32.8560,-116.3614 32.8556,-116.3626 32.8537,-116.3678 32.8422,-116.3685 32.8390,-116.3695 32.8380,-116.3717 32.8369,-116.3742 32.8370,-116.3771 32.8380,-116.3780 32.8397,-116.3832 32.8447,-116.3841 32.8449,-116.3859 32.8466,-116.3889 32.8478,-116.3907 32.8503,-116.3927 32.8512,-116.3962 32.8514,-116.3972 32.8522,-116.3998 32.8530,-116.4017 32.8527,-116.4054 32.8540,-116.4163 32.8553,-116.4179 32.8551,-116.4190 32.8545,-116.4193 32.8539,-116.4186 32.8513,-116.4194 32.8506,-116.4208 32.8525,-116.4211 32.8539,-116.4203 32.8544,-116.4203 32.8549,-116.4215 32.8564,-116.4223 32.8565,-116.4206 32.8587,-116.4196 32.8588,-116.4166 32.8582,-116.4138 32.8588,-116.4131 32.8599,-116.4128 32.8626,-116.4129 32.8641,-116.4142 32.8649,-116.4132 32.8666,-116.4133 32.8675,-116.4138 32.8681,-116.4138 32.8693,-116.4158 32.8696,-116.4159 32.8710,-116.4143 32.8716,-116.4126 32.8715,-116.4124 32.8723,-116.4133 32.8724,-116.4111 32.8732,-116.4163 32.8830,-116.4179 32.8823,-116.4192 32.8879,-116.4214 32.8909,-116.4229 32.8920,-116.4234 32.8933,-116.4239 32.8934,-116.4276 32.8914,-116.4274 32.8903,-116.4266 32.8899,-116.4275 32.8884,-116.4282 32.8852,-116.4291 32.8858,-116.4300 32.8858,-116.4307 32.8852,-116.4305 32.8842,-116.4369 32.8881,-116.4426 32.8899,-116.4479 32.8932,-116.4496 32.8972,-116.4524 32.8979,-116.4533 32.8986,-116.4554 32.9027,-116.4610 32.9113,-116.4657 32.9143,-116.4772 32.9243,-116.4786 32.9246,-116.4804 32.9240,-116.4820 32.9243,-116.4822 32.9255,-116.4808 32.9274,-116.4809 32.9314,-116.4850 32.9385,-116.4885 32.9383,-116.4906 32.9417,-116.4937 32.9445,-116.4951 32.9450,-116.4994 32.9448,-116.5004 32.9455,-116.5013 32.9475,-116.5046 32.9488,-116.5054 32.9515,-116.5077 32.9538,-116.5087 32.9583,-116.5100 32.9599,-116.5131 32.9668,-116.5137 32.9703,-116.5176 32.9748,-116.5203 32.9756,-116.5257 32.9791,-116.5307 32.9810,-116.5330 32.9846,-116.5330 32.9888,-116.5345 32.9916,-116.5381 32.9938,-116.5426 32.9942,-116.5451 32.9953,-116.5550 33.0040,-116.5591 33.0098,-116.5612 33.0109,-116.5612 33.0126,-116.5625 33.0158,-116.5623 33.0171,-116.5613 33.0185,-116.5594 33.0172,-116.5585 33.0171,-116.5550 33.0187,-116.5503 33.0201,-116.5491 33.0193,-116.5463 33.0193,-116.5441 33.0186,-116.5441 33.0179,-116.5429 33.0163,-116.5429 33.0149,-116.5416 33.0139,-116.5417 33.0123,-116.5403 33.0106,-116.5393 33.0109,-116.5385 33.0122,-116.5367 33.0119,-116.5361 33.0139,-116.5359 33.0129,-116.5346 33.0136,-116.5341 33.0124,-116.5313 33.0130,-116.5309 33.0123,-116.5300 33.0120,-116.5275 33.0120,-116.5266 33.0129,-116.5272 33.0134,-116.5266 33.0143,-116.5275 33.0161,-116.5273 33.0164,-116.5278 33.0200,-116.5276 33.0205,-116.5285 33.0212,-116.5299 33.0237,-116.5300 33.0258,-116.5306 33.0263,-116.5311 33.0282,-116.5339 33.0324,-116.5361 33.0349,-116.5365 33.0378,-116.5372 33.0380,-116.5378 33.0394,-116.5374 33.0409,-116.5385 33.0420,-116.5383 33.0426,-116.5391 33.0427,-116.5389 33.0438,-116.5401 33.0448,-116.5402 33.0462,-116.5393 33.0468,-116.5393 33.0481,-116.5386 33.0486,-116.5387 33.0492,-116.5383 33.0500,-116.5407 33.0505,-116.5403 33.0510,-116.5418 33.0519,-116.5422 33.0538,-116.5450 33.0589,-116.5469 33.0605,-116.5470 33.0618,-116.5465 33.0621,-116.5471 33.0624,-116.5475 33.0634,-116.5467 33.0645,-116.5466 33.0657,-116.5459 33.0658,-116.5456 33.0666,-116.5448 33.0671,-116.5469 33.0670,-116.5477 33.0674,-116.5466 33.0689,-116.5443 33.0707,-116.5430 33.0708,-116.5388 33.0731,-116.5317 33.0784,-116.4812 33.0944,-116.4682 33.0995,-116.4594 33.1006,-116.4542 33.1029,-116.4510 33.1057,-116.4507 33.1078,-116.4491 33.1089,-116.4490 33.1106,-116.4466 33.1112,-116.4457 33.1125,-116.4447 33.1129,-116.4427 33.1147,-116.4386 33.1161,-116.4344 33.1195,-116.4342 33.1206,-116.4355 33.1223,-116.4358 33.1244,-116.4356 33.1261,-116.4346 33.1271,-116.4345 33.1286,-116.4313 33.1292,-116.4276 33.1283,-116.4202 33.1295,-116.4178 33.1320,-116.4169 33.1345,-116.4220 33.1346,-116.4318 33.1389,-116.4350 33.1397,-116.4498 33.1475,-116.4554 33.1491,-116.4621 33.1519,-116.4627 33.1516,-116.4649 33.1525,-116.4689 33.1518,-116.4746 33.1523,-116.4762 33.1520,-116.4771 33.1530,-116.4800 33.1544,-116.4801 33.1552,-116.4855 33.1572,-116.4876 33.1570,-116.4885 33.1576,-116.4913 33.1572,-116.4935 33.1582,-116.4954 33.1577,-116.4985 33.1584,-116.4995 33.1590,-116.5006 33.1606,-116.5030 33.1603)))",63,ANZA-BORREGO SPRINGS,Seal_of_San_Diego_County_California,   Anza-Borrego Springs,8.0%,19,0.01,6,0.0032
"MULTIPOLYGON (((-117.2795 33.1880,-117.2795 33.1850,-117.2780 33.1834,-117.2760 33.1842,-117.2732 33.1830,-117.2704 33.1829,-117.2694 33.1822,-117.2681 33.1826,-117.2668 33.1816,-117.2626 33.1811,-117.2574 33.1784,-117.2536 33.1777,-117.2530 33.1735,-117.2510 33.1699,-117.2477 33.1676,-117.2456 33.1647,-117.2429 33.1627,-117.2420 33.1615,-117.2415 33.1569,-117.2422 33.1508,-117.2412 33.1453,-117.2400 33.1452,-117.2313 33.1308,-117.2230 33.1188,-117.2258 33.1167,-117.2267 33.1143,-117.2255 33.1105,-117.2255 33.1061,-117.2227 33.1024,-117.2215 33.1007,-117.2220 33.0992,-117.2251 33.0959,-117.2315 33.0864,-117.2359 33.0827,-117.2380 33.0803,-117.2403 33.0740,-117.2468 33.0681,-117.2486 33.0674,-117.2583 33.0669,-117.2605 33.0670,-117.2622 33.0677,-117.2628 33.0739,-117.2653 33.0777,-117.2662 33.0809,-117.2685 33.0853,-117.2698 33.0903,-117.2715 33.0903,-117.2714 33.0891,-117.2730 33.0887,-117.2754 33.0897,-117.2939 33.0893,-117.3013 33.0911,-117.3054 33.0888,-117.3096 33.0876,-117.3106 33.0896,-117.3118 33.0893,-117.3120 33.0878,-117.3132 33.0873,-117.3191 33.1005,-117.3253 33.1159,-117.3285 33.1217,-117.3339 33.1283,-117.3363 33.1304,-117.3388 33.1370,-117.3394 33.1373,-117.3397 33.1382,-117.3403 33.1380,-117.3399 33.1383,-117.3403 33.1383,-117.3401 33.1388,-117.3431 33.1444,-117.3437 33.1450,-117.3445 33.1445,-117.3439 33.1451,-117.3445 33.1454,-117.3451 33.1452,-117.3446 33.1456,-117.3476 33.1489,-117.3513 33.1545,-117.3569 33.1613,-117.3589 33.1644,-117.3578 33.1652,-117.3574 33.1665,-117.3597 33.1688,-117.3527 33.1688,-117.3528 33.1747,-117.3503 33.1747,-117.3499 33.1742,-117.3489 33.1748,-117.3493 33.1761,-117.3443 33.1761,-117.3441 33.1798,-117.3312 33.1797,-117.3269 33.1811,-117.3269 33.1817,-117.3232 33.1823,-117.3159 33.1804,-117.3086 33.1797,-117.2998 33.1824,-117.2964 33.1825,-117.2964 33.1836,-117.2916 33.1835,-117.2878 33.1841,-117.2795 33.1880)))",41,CARLSBAD,Seal_of_San_Diego_County_California,   Carlsbad,6.2%,3549,0.0576,630,0.0102
"MULTIPOLYGON (((-117.1299 32.7691,-117.1278 32.7648,-117.1249 32.7552,-117.1264 32.7553,-117.1264 32.7484,-117.1223 32.7486,-117.1162 32.7408,-117.1128 32.7333,-117.1116 32.7320,-117.1121 32.7282,-117.1173 32.7204,-117.1179 32.7171,-117.1178 32.7140,-117.1196 32.7095,-117.1205 32.7057,-117.1208 32.6944,-117.1232 32.6909,-117.1110 32.6823,-117.1218 32.6794,-117.1292 32.6789,-117.1388 32.6789,-117.1363 32.6772,-117.1288 32.6654,-117.1183 32.6070,-117.1173 32.6072,-117.1081 32.6036,-117.1160 32.5992,-117.1175 32.6064,-117.1192 32.6060,-117.1217 32.6227,-117.1298 32.6652,-117.1376 32.6772,-117.1620 32.6923,-117.1640 32.6922,-117.1652 32.6956,-117.1667 32.6976,-117.1706 32.6996,-117.1801 32.7024,-117.1810 32.7036,-117.1909 32.7066,-117.1895 32.7123,-117.1939 32.7144,-117.2044 32.7145,-117.2046 32.7151,-117.2042 32.7155,-117.2054 32.7151,-117.2049 32.7151,-117.2047 32.7145,-117.2059 32.7140,-117.2092 32.7133,-117.2096 32.7139,-117.2095 32.7133,-117.2122 32.7123,-117.2139 32.7119,-117.2139 32.7126,-117.2147 32.7123,-117.2141 32.7118,-117.2171 32.7100,-117.2175 32.7104,-117.2172 32.7109,-117.2182 32.7101,-117.2172 32.7099,-117.2229 32.7051,-117.2252 32.7026,-117.2271 32.6975,-117.2271 32.6924,-117.2266 32.6887,-117.2259 32.6869,-117.2237 32.6843,-117.2235 32.6818,-117.2234 32.6832,-117.2225 32.6843,-117.2128 32.6884,-117.2121 32.6896,-117.2076 32.6893,-117.2058 32.6887,-117.2031 32.6871,-117.1976 32.6865,-117.1941 32.6857,-117.2036 32.6714,-117.2363 32.6712,-117.2367 32.6750,-117.2378 32.6777,-117.2377 32.6794,-117.2383 32.6811,-117.2373 32.6829,-117.2329 32.6863,-117.2335 32.6865,-117.2346 32.6856,-117.2358 32.6856,-117.2358 32.6863,-117.2369 32.6873,-117.2375 32.6870,-117.2383 32.6884,-117.2357 32.6894,-117.2383 32.6884,-117.2388 32.6899,-117.2393 32.6900,-117.2398 32.6955,-117.2391 32.6987,-117.2393 32.6993,-117.2380 32.7011,-117.2368 32.7006,-117.2375 32.6991,-117.2362 32.7014,-117.2367 32.7007,-117.2381 32.7013,-117.2370 32.7026,-117.2362 32.7023,-117.2370 32.7027,-117.2364 32.7037,-117.2359 32.7034,-117.2356 32.7038,-117.2352 32.7027,-117.2355 32.7038,-117.2351 32.7039,-117.2346 32.7029,-117.2350 32.7040,-117.2364 32.7037,-117.2364 32.7041,-117.2351 32.7044,-117.2352 32.7047,-117.2356 32.7044,-117.2357 32.7048,-117.2360 32.7043,-117.2362 32.7049,-117.2364 32.7042,-117.2369 32.7067,-117.2360 32.7063,-117.2369 32.7069,-117.2370 32.7078,-117.2367 32.7115,-117.2355 32.7131,-117.2331 32.7150,-117.2336 32.7153,-117.2353 32.7140,-117.2359 32.7141,-117.2347 32.7171,-117.2313 32.7188,-117.2291 32.7178,-117.2272 32.7199,-117.2249 32.7186,-117.2242 32.7169,-117.2250 32.7158,-117.2323 32.7096,-117.2345 32.7090,-117.2348 32.7081,-117.2337 32.7079,-117.2315 32.7086,-117.2254 32.7141,-117.2228 32.7152,-117.2236 32.7152,-117.2229 32.7158,-117.2225 32.7155,-117.2202 32.7182,-117.2204 32.7197,-117.2222 32.7184,-117.2229 32.7184,-117.2276 32.7212,-117.2276 32.7234,-117.2269 32.7244,-117.2259 32.7248,-117.2238 32.7247,-117.2206 32.7228,-117.2176 32.7218,-117.2171 32.7223,-117.2159 32.7269,-117.2151 32.7281,-117.1999 32.7286,-117.1985 32.7275,-117.1986 32.7265,-117.1991 32.7260,-117.2081 32.7256,-117.2129 32.7249,-117.2139 32.7243,-117.2131 32.7239,-117.2061 32.7248,-117.1994 32.7250,-117.1883 32.7240,-117.1877 32.7244,-117.1881 32.7249,-117.1948 32.7258,-117.1954 32.7264,-117.1954 32.7273,-117.1883 32.7268,-117.1856 32.7283,-117.1846 32.7280,-117.1850 32.7268,-117.1809 32.7255,-117.1796 32.7272,-117.1801 32.7275,-117.1774 32.7276,-117.1770 32.7284,-117.1737 32.7295,-117.1751 32.7323,-117.1805 32.7382,-117.1786 32.7395,-117.1800 32.7410,-117.1824 32.7424,-117.1812 32.7432,-117.1816 32.7440,-117.1853 32.7463,-117.1857 32.7459,-117.1854 32.7455,-117.1905 32.7479,-117.1894 32.7494,-117.1949 32.7527,-117.1939 32.7539,-117.1948 32.7544,-117.1928 32.7567,-117.1923 32.7565,-117.1916 32.7573,-117.1899 32.7567,-117.1896 32.7570,-117.1906 32.7577,-117.1899 32.7585,-117.1906 32.7590,-117.1873 32.7590,-117.1840 32.7572,-117.1837 32.7579,-117.1831 32.7576,-117.1825 32.7572,-117.1825 32.7567,-117.1820 32.7572,-117.1786 32.7570,-117.1766 32.7576,-117.1742 32.7576,-117.1742 32.7579,-117.1714 32.7579,-117.1714 32.7571,-117.1699 32.7571,-117.1699 32.7586,-117.1683 32.7589,-117.1683 32.7584,-117.1655 32.7583,-117.1636 32.7593,-117.1636 32.7601,-117.1632 32.7602,-117.1628 32.7602,-117.1613 32.7586,-117.1603 32.7599,-117.1604 32.7610,-117.1575 32.7625,-117.1510 32.7642,-117.1496 32.7640,-117.1496 32.7645,-117.1430 32.7660,-117.1379 32.7660,-117.1379 32.7674,-117.1353 32.7674,-117.1353 32.7680,-117.1335 32.7682,-117.1329 32.7691,-117.1299 32.7691)))",1,CENTRAL SAN DIEGO,Seal_of_San_Diego_County_California,   Central San Diego,6.1%,6833,0.0663,1115,0.0108
"MULTIPOLYGON (((-117.0981 32.6051,-117.0980 32.6068,-117.0988 32.6103,-117.0982 32.6130,-117.1169 32.6083,-117.1229 32.6388,-117.1239 32.6460,-117.1054 32.6504,-117.1041 32.6501,-117.1027 32.6463,-117.0961 32.6482,-117.0985 32.6542,-117.0964 32.6548,-117.0968 32.6557,-117.0947 32.6562,-117.0934 32.6529,-117.0927 32.6531,-117.0931 32.6524,-117.0927 32.6515,-117.0888 32.6526,-117.0906 32.6574,-117.0872 32.6583,-117.0868 32.6593,-117.0872 32.6602,-117.0847 32.6609,-117.0829 32.6585,-117.0811 32.6581,-117.0778 32.6565,-117.0760 32.6561,-117.0730 32.6566,-117.0682 32.6518,-117.0599 32.6473,-117.0555 32.6409,-117.0479 32.6357,-117.0450 32.6318,-117.0416 32.6241,-117.0369 32.6120,-117.0362 32.6077,-117.0363 32.5911,-117.0363 32.5907,-117.0378 32.5902,-117.0413 32.5899,-117.0450 32.5881,-117.0450 32.5876,-117.0454 32.5874,-117.0492 32.5873,-117.0492 32.5879,-117.0536 32.5880,-117.0594 32.5909,-117.0613 32.5908,-117.0633 32.5901,-117.0654 32.5905,-117.0667 32.5900,-117.0693 32.5901,-117.0719 32.5905,-117.0753 32.5920,-117.0800 32.5911,-117.0837 32.5898,-117.0878 32.5893,-117.0898 32.6043,-117.0981 32.6051)))",21,CHULA VISTA,Seal_of_San_Diego_County_California,   Chula Vista,7.9%,1394,0.0257,1487,0.0275
"MULTIPOLYGON (((-117.2611 32.9387,-117.2592 32.9284,-117.2546 32.9245,-117.2499 32.9217,-117.2483 32.9176,-117.2450 32.9130,-117.2410 32.8938,-117.2408 32.8912,-117.2421 32.8904,-117.2438 32.8870,-117.2436 32.8718,-117.2428 32.8705,-117.2416 32.8700,-117.2379 32.8718,-117.2380 32.8686,-117.2361 32.8635,-117.2371 32.8599,-117.2371 32.8544,-117.2365 32.8512,-117.2351 32.8495,-117.2358 32.8477,-117.2365 32.8428,-117.2350 32.8386,-117.2330 32.8336,-117.2328 32.8278,-117.2319 32.8251,-117.2223 32.8152,-117.2139 32.8044,-117.2078 32.7934,-117.2070 32.7882,-117.2085 32.7775,-117.2039 32.7599,-117.2476 32.7548,-117.2494 32.7551,-117.2481 32.7552,-117.2481 32.7562,-117.2504 32.7565,-117.2518 32.7558,-117.2524 32.7542,-117.2528 32.7542,-117.2536 32.7565,-117.2591 32.7559,-117.2536 32.7566,-117.2545 32.7589,-117.2596 32.7584,-117.2535 32.7592,-117.2530 32.7633,-117.2528 32.7667,-117.2536 32.7814,-117.2551 32.7889,-117.2569 32.7951,-117.2597 32.8015,-117.2634 32.8066,-117.2651 32.8079,-117.2671 32.8076,-117.2678 32.8079,-117.2713 32.8130,-117.2724 32.8140,-117.2734 32.8142,-117.2736 32.8152,-117.2740 32.8156,-117.2730 32.8169,-117.2736 32.8178,-117.2746 32.8186,-117.2764 32.8187,-117.2805 32.8216,-117.2807 32.8224,-117.2799 32.8265,-117.2812 32.8311,-117.2823 32.8327,-117.2813 32.8357,-117.2822 32.8404,-117.2812 32.8431,-117.2790 32.8446,-117.2789 32.8475,-117.2773 32.8479,-117.2760 32.8494,-117.2751 32.8497,-117.2736 32.8512,-117.2727 32.8503,-117.2713 32.8504,-117.2704 32.8496,-117.2700 32.8501,-117.2676 32.8486,-117.2652 32.8488,-117.2642 32.8495,-117.2630 32.8512,-117.2612 32.8522,-117.2560 32.8599,-117.2531 32.8715,-117.2520 32.8730,-117.2515 32.8749,-117.2513 32.8763,-117.2519 32.8801,-117.2530 32.8836,-117.2535 32.8953,-117.2545 32.9025,-117.2552 32.9063,-117.2558 32.9069,-117.2569 32.9108,-117.2586 32.9139,-117.2600 32.9269,-117.2623 32.9396,-117.2611 32.9387)))",11,COASTAL,Seal_of_San_Diego_County_California,   Coastal,5.0%,3762,0.0807,371,0.008
"MULTIPOLYGON (((-117.1160 32.5992,-117.1150 32.5938,-117.1217 32.5889,-117.1317 32.5856,-117.1327 32.5856,-117.1327 32.5948,-117.1331 32.5989,-117.1343 32.6066,-117.1374 32.6203,-117.1408 32.6295,-117.1442 32.6366,-117.1510 32.6490,-117.1578 32.6595,-117.1611 32.6637,-117.1667 32.6692,-117.1723 32.6738,-117.1774 32.6776,-117.1798 32.6786,-117.1803 32.6794,-117.1815 32.6802,-117.1877 32.6836,-117.1941 32.6857,-117.1976 32.6865,-117.2031 32.6871,-117.2058 32.6887,-117.2076 32.6893,-117.2121 32.6896,-117.2128 32.6884,-117.2225 32.6843,-117.2234 32.6832,-117.2235 32.6818,-117.2237 32.6843,-117.2259 32.6869,-117.2266 32.6887,-117.2271 32.6924,-117.2271 32.6975,-117.2252 32.7026,-117.2229 32.7051,-117.2172 32.7099,-117.2182 32.7101,-117.2172 32.7109,-117.2175 32.7104,-117.2171 32.7100,-117.2141 32.7118,-117.2147 32.7123,-117.2139 32.7126,-117.2139 32.7119,-117.2122 32.7123,-117.2095 32.7133,-117.2096 32.7139,-117.2092 32.7133,-117.2059 32.7140,-117.2047 32.7145,-117.2049 32.7151,-117.2054 32.7151,-117.2042 32.7155,-117.2046 32.7151,-117.2044 32.7145,-117.1939 32.7144,-117.1895 32.7123,-117.1909 32.7066,-117.1810 32.7036,-117.1801 32.7024,-117.1706 32.6996,-117.1667 32.6976,-117.1652 32.6956,-117.1640 32.6922,-117.1620 32.6923,-117.1376 32.6772,-117.1298 32.6652,-117.1217 32.6227,-117.1192 32.6060,-117.1175 32.6064,-117.1160 32.5992)))",3,CORONADO,Seal_of_San_Diego_County_California,   Coronado,6.3%,811,0.1142,68,0.0096
