,EILName,Latitude,Longitude,Address,Zipcode,"School, District",DistrictName,CumulativeEnrollment,Median family income (dollars),Mean family income (dollars),"Health insurance coverage, % of civilian pop",No health insurance for civilian pop,No health insurance coverage %,Worked at home,Population 16+,Children of the household 6-17,"Households with income $0-34,999","Households with income $35,000-99,999","Households with income $100,000+",Percent Increase,Absolute Increase Standardized,predictions
275,Elementary,32.867036,-116.93598,"11915 Lakeside Avenue,Lakeside,CA,92040",92040,"Lakeside Farms Elementary, Lakeside Union Elementary",Lakeside Union Elementary,718.0,82100.0,94958.0,92.3,3370.0,7.7,1034.0,34985.0,6382.0,3193.0,7234.0,4492.0,41.22,0.0028869515506645704,0
276,Intermediate/Middle/Junior High,32.85513,-116.93804,"11833 Woodside Avenue,Lakeside,CA,92040",92040,"Lakeside Middle, Lakeside Union Elementary",Lakeside Union Elementary,869.0,82100.0,94958.0,92.3,3370.0,7.7,1034.0,34985.0,6382.0,3193.0,7234.0,4492.0,41.22,0.0028869515506645704,0
277,Elementary,32.843603,-116.90428,"9205 Lakeview Road,Lakeside,CA,92040",92040,"Lakeview Elementary, Lakeside Union Elementary",Lakeside Union Elementary,736.0,82100.0,94958.0,92.3,3370.0,7.7,1034.0,34985.0,6382.0,3193.0,7234.0,4492.0,41.22,0.0028869515506645704,0
278,Elementary,32.859031,-116.91443,"12824 Lakeshore Drive,Lakeside,CA,92040",92040,"Lindo Park Elementary, Lakeside Union Elementary",Lakeside Union Elementary,566.0,82100.0,94958.0,92.3,3370.0,7.7,1034.0,34985.0,6382.0,3193.0,7234.0,4492.0,41.22,0.0028869515506645704,0
279,Elementary,32.846449,-116.93109,"9308 Winter Gardens Boulevard,Lakeside,CA,92040",92040,"Riverview Elementary, Lakeside Union Elementary",Lakeside Union Elementary,611.0,82100.0,94958.0,92.3,3370.0,7.7,1034.0,34985.0,6382.0,3193.0,7234.0,4492.0,41.22,0.0028869515506645704,0
280,Elementary,32.831458,-116.93122,"8501 Pueblo Road,Lakeside,CA,92040",92040,"Winter Gardens Elementary, Lakeside Union Elementary",Lakeside Union Elementary,374.0,82100.0,94958.0,92.3,3370.0,7.7,1034.0,34985.0,6382.0,3193.0,7234.0,4492.0,41.22,0.0028869515506645704,0
281,Intermediate/Middle/Junior High,32.854481,-116.91164,"9611 Petite Lane,Lakeside,CA,92040",92040,"Tierra del Sol Middle, Lakeside Union Elementary",Lakeside Union Elementary,812.0,82100.0,94958.0,92.3,3370.0,7.7,1034.0,34985.0,6382.0,3193.0,7234.0,4492.0,41.22,0.0028869515506645704,0
282,Elementary,32.85228,-116.92172,"12463 Lemon Crest Drive,Lakeside,CA,92040",92040,"Lemon Crest Elementary, Lakeside Union Elementary",Lakeside Union Elementary,622.0,82100.0,94958.0,92.3,3370.0,7.7,1034.0,34985.0,6382.0,3193.0,7234.0,4492.0,41.22,0.0028869515506645704,0
283,High School,32.738087,-116.97221,"3230 Sweetwater Springs Boulevard,Spring Valley,CA,91977",91977,"Monte Vista High, Grossmont Union High",Grossmont Union High,1811.0,65234.0,80157.0,87.4,7638.0,12.6,1103.0,47686.0,9240.0,4660.0,9008.0,5058.0,25.72,0.004886130101077885,1
284,High School,32.724917,-117.01689,"8585 Blossom Lane,Spring Valley,CA,91977",91977,"Mount Miguel High, Grossmont Union High",Grossmont Union High,1455.0,65234.0,80157.0,87.4,7638.0,12.6,1103.0,47686.0,9240.0,4660.0,9008.0,5058.0,25.72,0.004886130101077885,1
285,Intermediate/Middle/Junior High,32.730135,-117.00817,"8805 Tyler Street,Spring Valley,CA,91977",91977,"Quest Academy, La Mesa-Spring Valley",La Mesa-Spring Valley,35.0,65234.0,80157.0,87.4,7638.0,12.6,1103.0,47686.0,9240.0,4660.0,9008.0,5058.0,25.72,0.004886130101077885,1
286,Intermediate/Middle/Junior High,32.712351,-117.00522,"1001 Leland Street,Spring Valley,CA,91977",91977,"Science, Technology, Engineering, Arts, and Math Academy at La Presa, La Mesa-Spring Valley",La Mesa-Spring Valley,1010.0,65234.0,80157.0,87.4,7638.0,12.6,1103.0,47686.0,9240.0,4660.0,9008.0,5058.0,25.72,0.004886130101077885,1
287,Intermediate/Middle/Junior High,32.750413,-116.98775,"3900 Conrad Drive,Spring Valley,CA,91977",91977,"Spring Valley Academy, La Mesa-Spring Valley",La Mesa-Spring Valley,933.0,65234.0,80157.0,87.4,7638.0,12.6,1103.0,47686.0,9240.0,4660.0,9008.0,5058.0,25.72,0.004886130101077885,1
288,Elementary,32.719139,-117.01727,"8401 Stansbury Street,Spring Valley,CA,91977",91977,"Avondale Elementary, La Mesa-Spring Valley",La Mesa-Spring Valley,473.0,65234.0,80157.0,87.4,7638.0,12.6,1103.0,47686.0,9240.0,4660.0,9008.0,5058.0,25.72,0.004886130101077885,1
289,Elementary,32.730135,-117.00817,"8805 Tyler Street,Spring Valley,CA,91977",91977,"Bancroft Elementary, La Mesa-Spring Valley",La Mesa-Spring Valley,556.0,65234.0,80157.0,87.4,7638.0,12.6,1103.0,47686.0,9240.0,4660.0,9008.0,5058.0,25.72,0.004886130101077885,1
290,Elementary,32.747767,-116.97276,"10227 Ramona Drive,Spring Valley,CA,91977",91977,"Casa de Oro Elementary, La Mesa-Spring Valley",La Mesa-Spring Valley,394.0,65234.0,80157.0,87.4,7638.0,12.6,1103.0,47686.0,9240.0,4660.0,9008.0,5058.0,25.72,0.004886130101077885,1
291,Elementary,32.737305,-116.98155,"3131 South Barcelona Street,Spring Valley,CA,91977",91977,"Highlands Elementary, La Mesa-Spring Valley",La Mesa-Spring Valley,606.0,65234.0,80157.0,87.4,7638.0,12.6,1103.0,47686.0,9240.0,4660.0,9008.0,5058.0,25.72,0.004886130101077885,1
292,Elementary,32.710497,-117.00175,"740 Kempton Street,Spring Valley,CA,91977",91977,"Kempton Street Literacy Academy, La Mesa-Spring Valley",La Mesa-Spring Valley,471.0,65234.0,80157.0,87.4,7638.0,12.6,1103.0,47686.0,9240.0,4660.0,9008.0,5058.0,25.72,0.004886130101077885,1
293,Elementary,32.706482,-116.99327,"519 La Presa Street,Spring Valley,CA,91977",91977,"La Presa Elementary, La Mesa-Spring Valley",La Mesa-Spring Valley,495.0,65234.0,80157.0,87.4,7638.0,12.6,1103.0,47686.0,9240.0,4660.0,9008.0,5058.0,25.72,0.004886130101077885,1
294,Elementary,32.70508,-117.01594,"8845 Noeline Avenue,Spring Valley,CA,91977",91977,"Rancho Elementary, La Mesa-Spring Valley",La Mesa-Spring Valley,387.0,65234.0,80157.0,87.4,7638.0,12.6,1103.0,47686.0,9240.0,4660.0,9008.0,5058.0,25.72,0.004886130101077885,1
295,Elementary,32.731776,-116.9766,"10129 Austin Drive,Spring Valley,CA,91977",91977,"Sweetwater Springs Elementary, La Mesa-Spring Valley",La Mesa-Spring Valley,547.0,65234.0,80157.0,87.4,7638.0,12.6,1103.0,47686.0,9240.0,4660.0,9008.0,5058.0,25.72,0.004886130101077885,1
296,Intermediate/Middle/Junior High,32.722358,-116.86159,"14344 Olive Vista Drive,Jamul,CA,91935",91935,"Oak Grove Middle, Jamul-Dulzura Union Elementary",Jamul-Dulzura Union Elementary,234.0,103841.0,127940.0,92.7,621.0,7.3,275.0,7329.0,1064.0,391.0,1045.0,1371.0,29.82,0.0023195524628189385,0
297,Elementary,33.07808,-116.59581,"1704 Cape Horn,Julian,CA,92036",92036,"Julian Elementary, Julian Union Elementary",Julian Union Elementary,203.0,54844.0,61440.0,95.6,92.0,4.4,211.0,1958.0,225.0,334.0,675.0,96.0,100.0,0.002553626149131767,0
298,Intermediate/Middle/Junior High,33.07808,-116.59581,"1704 Cape Horn,Julian,CA,92036",92036,"Julian Junior High, Julian Union Elementary",Julian Union Elementary,114.0,54844.0,61440.0,95.6,92.0,4.4,211.0,1958.0,225.0,334.0,675.0,96.0,100.0,0.002553626149131767,0
299,High School,33.076465,-116.59451,"1656 Highway 78,Julian,CA,92036",92036,"Julian High, Julian Union High",Julian Union High,111.0,54844.0,61440.0,95.6,92.0,4.4,211.0,1958.0,225.0,334.0,675.0,96.0,100.0,0.002553626149131767,0
300,Intermediate/Middle/Junior High,32.75519,-117.03025,"4200 Parks Avenue,La Mesa,CA,91942",91942,"La Mesa Arts Academy, La Mesa-Spring Valley",La Mesa-Spring Valley,1108.0,74820.0,85405.0,90.8,3603.0,9.2,1061.0,33442.0,4604.0,4829.0,7794.0,3908.0,14.97,0.0014951258895999043,0
301,Elementary,32.790456,-117.00419,"9009 Park Placeaza Drive,La Mesa,CA,91942",91942,"Trust Blended Learning, La Mesa-Spring Valley",La Mesa-Spring Valley,60.0,74820.0,85405.0,90.8,3603.0,9.2,1061.0,33442.0,4604.0,4829.0,7794.0,3908.0,14.97,0.0014951258895999043,0
302,Elementary,32.788351,-117.01987,"8305 El Paso Street,La Mesa,CA,91942",91942,"Murray Manor Elementary, La Mesa-Spring Valley",La Mesa-Spring Valley,710.0,74820.0,85405.0,90.8,3603.0,9.2,1061.0,33442.0,4604.0,4829.0,7794.0,3908.0,14.97,0.0014951258895999043,0
303,Elementary,32.790877,-116.99398,"9405 Gregory Street,La Mesa,CA,91942",91942,"Northmont Elementary, La Mesa-Spring Valley",La Mesa-Spring Valley,536.0,74820.0,85405.0,90.8,3603.0,9.2,1061.0,33442.0,4604.0,4829.0,7794.0,3908.0,14.97,0.0014951258895999043,0
304,Intermediate/Middle/Junior High,32.791277,-117.00293,"9009 Park Plaza Drive,La Mesa,CA,91942",91942,"Parkway Middle, La Mesa-Spring Valley",La Mesa-Spring Valley,890.0,74820.0,85405.0,90.8,3603.0,9.2,1061.0,33442.0,4604.0,4829.0,7794.0,3908.0,14.97,0.0014951258895999043,0
305,Elementary,32.736664,-116.96884,"10355 Loma Lane,Spring Valley,CA,91978",91978,"Loma Elementary, La Mesa-Spring Valley",La Mesa-Spring Valley,412.0,80188.0,93391.0,91.3,843.0,8.7,256.0,7607.0,1858.0,828.0,1380.0,989.0,34.83,0.004075193900354936,0
306,Elementary,32.738507,-117.02886,"7866 Lincoln Street,Lemon Grove,CA,91945",91945,"Lemon Grove Academy for the Sciences and Humanities, Lemon Grove",Lemon Grove,1182.0,67621.0,72659.0,87.2,3411.0,12.8,772.0,20739.0,4520.0,2514.0,4144.0,1837.0,26.63,0.0041467766044650176,0
307,Elementary,32.722188,-117.03315,"7550 Canton Drive,Lemon Grove,CA,91945",91945,"Monterey Heights Elementary, Lemon Grove",Lemon Grove,456.0,67621.0,72659.0,87.2,3411.0,12.8,772.0,20739.0,4520.0,2514.0,4144.0,1837.0,26.63,0.0041467766044650176,0
308,Elementary,32.732311,-117.02093,"8350 Mount Vernon Street,Lemon Grove,CA,91945",91945,"Mt. Vernon, Lemon Grove",Lemon Grove,581.0,67621.0,72659.0,87.2,3411.0,12.8,772.0,20739.0,4520.0,2514.0,4144.0,1837.0,26.63,0.0041467766044650176,0
309,Elementary,32.724107,-117.04534,"1750 Madera Street,Lemon Grove,CA,91945",91945,"San Altos Elementary, Lemon Grove",Lemon Grove,412.0,67621.0,72659.0,87.2,3411.0,12.8,772.0,20739.0,4520.0,2514.0,4144.0,1837.0,26.63,0.0041467766044650176,0
310,Elementary,32.735134,-117.04597,"7059 San Miguel Avenue,Lemon Grove,CA,91945",91945,"San Miguel Elementary, Lemon Grove",Lemon Grove,567.0,67621.0,72659.0,87.2,3411.0,12.8,772.0,20739.0,4520.0,2514.0,4144.0,1837.0,26.63,0.0041467766044650176,0
311,Intermediate/Middle/Junior High,32.616483,-116.47593,"31360 Highway 94,Campo,CA,91906",91906,"Camp Lockett Middle, Mountain Empire Unified",Mountain Empire Unified,124.0,60240.0,72177.0,90.2,321.0,9.8,126.0,2745.0,298.0,324.0,507.0,263.0,18.75,0.001092896174863388,0
312,Elementary,32.643626,-116.48561,"1654 Buckman Springs Road,Campo,CA,91906",91906,"Campo Elementary, Mountain Empire Unified",Mountain Empire Unified,372.0,60240.0,72177.0,90.2,321.0,9.8,126.0,2745.0,298.0,324.0,507.0,263.0,18.75,0.001092896174863388,0
313,Intermediate/Middle/Junior High,32.819591,-116.52548,"7454 Pine Boulevard,Pine Valley,CA,91962",91962,"Pine Valley Middle, Mountain Empire Unified",Mountain Empire Unified,178.0,109821.0,120751.0,93.3,170.0,6.7,94.0,1976.0,453.0,120.0,243.0,457.0,0.0,0.0,0
314,High School,32.734352,-116.49294,"3305 Buckman Springs Road,Pine Valley,CA,91962",91962,"Campo High (Continuation), Mountain Empire Unified",Mountain Empire Unified,48.0,109821.0,120751.0,93.3,170.0,6.7,94.0,1976.0,453.0,120.0,243.0,457.0,0.0,0.0,0
315,High School,32.734352,-116.49294,"3305 Buckman Springs Road,Pine Valley,CA,91962",91962,"Hillside Junior/Senior High, Mountain Empire Unified",Mountain Empire Unified,35.0,109821.0,120751.0,93.3,170.0,6.7,94.0,1976.0,453.0,120.0,243.0,457.0,0.0,0.0,0
316,High School,32.732694,-116.49425,"3291 Buckman Springs Road,Pine Valley,CA,91962",91962,"Cottonwood Community Day, Mountain Empire Unified",Mountain Empire Unified,14.0,109821.0,120751.0,93.3,170.0,6.7,94.0,1976.0,453.0,120.0,243.0,457.0,0.0,0.0,0
317,High School,32.734424,-116.4937,"3305 Buckman Springs Road,Pine Valley,CA,91962",91962,"Mountain Empire High, Mountain Empire Unified",Mountain Empire Unified,424.0,109821.0,120751.0,93.3,170.0,6.7,94.0,1976.0,453.0,120.0,243.0,457.0,0.0,0.0,0
318,Elementary,32.858654,-116.61341,"24842 Viejas Boulevard,Descanso,CA,91916",91916,"Descanso Elementary, Mountain Empire Unified",Mountain Empire Unified,225.0,105352.0,104788.0,92.1,133.0,7.9,59.0,1381.0,159.0,103.0,254.0,315.0,11.11,0.000724112961622013,0
319,Elementary,32.668361,-116.29589,"39639 Old Highway 80,Boulevard,CA,91905",91905,"Clover Flat Elementary, Mountain Empire Unified",Mountain Empire Unified,165.0,60240.0,55525.0,89.8,144.0,10.2,29.0,1406.0,123.0,346.0,174.0,90.0,16.67,0.0007112375533428165,0
320,Elementary,32.610058,-116.6133,"24875 Potrero Valley Road,Potrero,CA,91963",91963,"Potrero Elementary, Mountain Empire Unified",Mountain Empire Unified,314.0,46534.0,58312.0,89.9,97.0,10.1,17.0,772.0,219.0,196.0,72.0,53.0,41.67,0.012953367875647668,0
321,Elementary,32.676133,-117.1013,"933 E Avenue,National City,CA,91950",91950,"Central Elementary, National Elementary",National Elementary,636.0,46370.0,59556.0,82.2,10279.0,17.8,2553.0,50112.0,8618.0,6779.0,7363.0,2404.0,26.94,0.0061661877394636015,1
322,Elementary,32.688436,-117.08889,"2000 East Division Street,National City,CA,91950",91950,"El Toyon Elementary, National Elementary",National Elementary,515.0,46370.0,59556.0,82.2,10279.0,17.8,2553.0,50112.0,8618.0,6779.0,7363.0,2404.0,26.94,0.0061661877394636015,1
323,Elementary,32.669036,-117.0972,"621 East 18th Street,National City,CA,91950",91950,"John A. Otis Elementary, National Elementary",National Elementary,523.0,46370.0,59556.0,82.2,10279.0,17.8,2553.0,50112.0,8618.0,6779.0,7363.0,2404.0,26.94,0.0061661877394636015,1
324,Elementary,32.685779,-117.07317,"3235 EastEighth Street,National City,CA,91950",91950,"Ira Harbison, National Elementary",National Elementary,554.0,46370.0,59556.0,82.2,10279.0,17.8,2553.0,50112.0,8618.0,6779.0,7363.0,2404.0,26.94,0.0061661877394636015,1
325,Elementary,32.666367,-117.10637,"302 West 18th Street,National City,CA,91950",91950,"Kimball, National Elementary",National Elementary,440.0,46370.0,59556.0,82.2,10279.0,17.8,2553.0,50112.0,8618.0,6779.0,7363.0,2404.0,26.94,0.0061661877394636015,1
326,Elementary,32.672498,-117.08437,"1900 East 18th Street,National City,CA,91950",91950,"Las Palmas, National Elementary",National Elementary,706.0,46370.0,59556.0,82.2,10279.0,17.8,2553.0,50112.0,8618.0,6779.0,7363.0,2404.0,26.94,0.0061661877394636015,1
327,Elementary,32.671255,-117.07569,"2200 Lanoitan Avenue,National City,CA,91950",91950,"Lincoln Acres, National Elementary",National Elementary,602.0,46370.0,59556.0,82.2,10279.0,17.8,2553.0,50112.0,8618.0,6779.0,7363.0,2404.0,26.94,0.0061661877394636015,1
328,Elementary,32.662903,-117.09498,"2505 F Avenue,National City,CA,91950",91950,"Olivewood, National Elementary",National Elementary,641.0,46370.0,59556.0,82.2,10279.0,17.8,2553.0,50112.0,8618.0,6779.0,7363.0,2404.0,26.94,0.0061661877394636015,1
329,Elementary,32.679585,-117.07477,"2900 Palmer Street,National City,CA,91950",91950,"Palmer Way, National Elementary",National Elementary,577.0,46370.0,59556.0,82.2,10279.0,17.8,2553.0,50112.0,8618.0,6779.0,7363.0,2404.0,26.94,0.0061661877394636015,1
330,Elementary,32.687964,-117.09059,"1830 East Division Street,National City,CA,91950",91950,"Rancho de la Nacion, National Elementary",National Elementary,518.0,46370.0,59556.0,82.2,10279.0,17.8,2553.0,50112.0,8618.0,6779.0,7363.0,2404.0,26.94,0.0061661877394636015,1
331,High School,32.659933,-117.0917,"2900 Highland Avenue,National City,CA,91950",91950,"Sweetwater High, Sweetwater Union High",Sweetwater Union High,2865.0,46370.0,59556.0,82.2,10279.0,17.8,2553.0,50112.0,8618.0,6779.0,7363.0,2404.0,26.94,0.0061661877394636015,1
332,Intermediate/Middle/Junior High,32.672621,-117.07383,"2101 Granger Avenue,National City,CA,91950",91950,"Granger Junior High, Sweetwater Union High",Sweetwater Union High,1032.0,46370.0,59556.0,82.2,10279.0,17.8,2553.0,50112.0,8618.0,6779.0,7363.0,2404.0,26.94,0.0061661877394636015,1
333,Intermediate/Middle/Junior High,32.669245,-117.09973,"1701 D Avenue,National City,CA,91950",91950,"National City Middle, Sweetwater Union High",Sweetwater Union High,885.0,46370.0,59556.0,82.2,10279.0,17.8,2553.0,50112.0,8618.0,6779.0,7363.0,2404.0,26.94,0.0061661877394636015,1
334,Elementary,33.005421,-117.11572,"16150 4S Ranch Parkway,San Diego,CA,92127",92127,"Stone Ranch Elementary, Poway Unified",Poway Unified,858.0,146425.0,185774.0,96.9,1402.0,3.1,2003.0,32829.0,9495.0,2034.0,3362.0,9541.0,23.78,0.0011879740473361967,2
335,Intermediate/Middle/Junior High,32.999254,-117.1098,"16055 Winecreek Road,San Diego,CA,92127",92127,"Oak Valley Middle, Poway Unified",Poway Unified,1530.0,146425.0,185774.0,96.9,1402.0,3.1,2003.0,32829.0,9495.0,2034.0,3362.0,9541.0,23.78,0.0011879740473361967,2
336,Elementary,33.0264,-117.1094,"17117 4S Ranch Parkway,San Diego,CA,92127",92127,"Monterey Ridge Elementary, Poway Unified",Poway Unified,1021.0,146425.0,185774.0,96.9,1402.0,3.1,2003.0,32829.0,9495.0,2034.0,3362.0,9541.0,23.78,0.0011879740473361967,2
337,Elementary,33.0185,-117.14056,"15665 Paseo Del Sur,San Diego,CA,92127",92127,"Del Sur Elementary, Poway Unified",Poway Unified,991.0,146425.0,185774.0,96.9,1402.0,3.1,2003.0,32829.0,9495.0,2034.0,3362.0,9541.0,23.78,0.0011879740473361967,2
338,Elementary,32.993542,-117.16104,"14727 Via Azul,San Diego,CA,92127",92127,"Willow Grove Elementary, Poway Unified",Poway Unified,807.0,146425.0,185774.0,96.9,1402.0,3.1,2003.0,32829.0,9495.0,2034.0,3362.0,9541.0,23.78,0.0011879740473361967,2
339,High School,33.015119,-117.12162,"16601 Nighthawk Lane,San Diego,CA,92127",92127,"Del Norte High, Poway Unified",Poway Unified,2389.0,146425.0,185774.0,96.9,1402.0,3.1,2003.0,32829.0,9495.0,2034.0,3362.0,9541.0,23.78,0.0011879740473361967,2
340,Elementary,33.018484,-117.12715,"17050 Del Sur Ridge Road,San Diego,CA,92127",92127,"Design 39 Campus, Poway Unified",Poway Unified,1146.0,146425.0,185774.0,96.9,1402.0,3.1,2003.0,32829.0,9495.0,2034.0,3362.0,9541.0,23.78,0.0011879740473361967,2
341,Elementary,33.03119,-117.08695,"17449 Matinal Road,San Diego,CA,92127",92127,"Westwood Elementary, Poway Unified",Poway Unified,864.0,146425.0,185774.0,96.9,1402.0,3.1,2003.0,32829.0,9495.0,2034.0,3362.0,9541.0,23.78,0.0011879740473361967,2
342,Elementary,33.004949,-117.08814,"15855 Turtleback Road,San Diego,CA,92127",92127,"Turtleback Elementary, Poway Unified",Poway Unified,646.0,146425.0,185774.0,96.9,1402.0,3.1,2003.0,32829.0,9495.0,2034.0,3362.0,9541.0,23.78,0.0011879740473361967,2
343,High School,32.965926,-117.12091,"9550 Carmel Mountain Road,San Diego,CA,92129",92129,"Mt. Carmel High, Poway Unified",Poway Unified,1966.0,131706.0,146533.0,96.0,2155.0,4.0,1761.0,42398.0,9867.0,1835.0,5477.0,10432.0,31.79,0.0012972310014623331,2
344,High School,32.965082,-117.14808,"13500 Camino Del Sur,San Diego,CA,92129",92129,"Westview High, Poway Unified",Poway Unified,2420.0,131706.0,146533.0,96.0,2155.0,4.0,1761.0,42398.0,9867.0,1835.0,5477.0,10432.0,31.79,0.0012972310014623331,2
345,Elementary,32.970519,-117.09622,"14125 Cuca Street,San Diego,CA,92129",92129,"Los Penasquitos Elementary, Poway Unified",Poway Unified,550.0,131706.0,146533.0,96.0,2155.0,4.0,1761.0,42398.0,9867.0,1835.0,5477.0,10432.0,31.79,0.0012972310014623331,2
346,Intermediate/Middle/Junior High,32.96914,-117.12709,"9353 Oviedo Street,San Diego,CA,92129",92129,"Black Mountain Middle, Poway Unified",Poway Unified,1310.0,131706.0,146533.0,96.0,2155.0,4.0,1761.0,42398.0,9867.0,1835.0,5477.0,10432.0,31.79,0.0012972310014623331,2
347,Elementary,32.96914,-117.12709,"9291 Oviedo Street,San Diego,CA,92129",92129,"Sunset Hills Elementary, Poway Unified",Poway Unified,459.0,131706.0,146533.0,96.0,2155.0,4.0,1761.0,42398.0,9867.0,1835.0,5477.0,10432.0,31.79,0.0012972310014623331,2
348,Elementary,32.989542,-117.09273,"15255 Penasquitos Drive,San Diego,CA,92129",92129,"Rolling Hills Elementary, Poway Unified",Poway Unified,438.0,131706.0,146533.0,96.0,2155.0,4.0,1761.0,42398.0,9867.0,1835.0,5477.0,10432.0,31.79,0.0012972310014623331,2
349,Elementary,32.960094,-117.13331,"8944 Twin Trails Drive,San Diego,CA,92129",92129,"Sundance Elementary, Poway Unified",Poway Unified,463.0,131706.0,146533.0,96.0,2155.0,4.0,1761.0,42398.0,9867.0,1835.0,5477.0,10432.0,31.79,0.0012972310014623331,2
350,Elementary,32.947126,-117.12807,"9225 Adolphia Street,San Diego,CA,92129",92129,"Canyon View Elementary, Poway Unified",Poway Unified,527.0,131706.0,146533.0,96.0,2155.0,4.0,1761.0,42398.0,9867.0,1835.0,5477.0,10432.0,31.79,0.0012972310014623331,2
351,Elementary,32.964038,-117.14377,"13455 Russet Leaf Lane,San Diego,CA,92129",92129,"Deer Canyon Elementary, Poway Unified",Poway Unified,467.0,131706.0,146533.0,96.0,2155.0,4.0,1761.0,42398.0,9867.0,1835.0,5477.0,10432.0,31.79,0.0012972310014623331,2
352,Elementary,32.974268,-117.14039,"8707 Adobe Bluffs Drive,San Diego,CA,92129",92129,"Adobe Bluffs Elementary, Poway Unified",Poway Unified,464.0,131706.0,146533.0,96.0,2155.0,4.0,1761.0,42398.0,9867.0,1835.0,5477.0,10432.0,31.79,0.0012972310014623331,2
353,Intermediate/Middle/Junior High,32.962739,-117.14671,"8375 Entreken Way,San Diego,CA,92129",92129,"Mesa Verde Middle, Poway Unified",Poway Unified,1364.0,131706.0,146533.0,96.0,2155.0,4.0,1761.0,42398.0,9867.0,1835.0,5477.0,10432.0,31.79,0.0012972310014623331,2
354,Elementary,32.940459,-117.15069,"7930 Park Village Road,San Diego,CA,92129",92129,"Park Village Elementary, Poway Unified",Poway Unified,634.0,131706.0,146533.0,96.0,2155.0,4.0,1761.0,42398.0,9867.0,1835.0,5477.0,10432.0,31.79,0.0012972310014623331,2
355,High School,32.994329,-117.06805,"13010 Paseo Lucido,San Diego,CA,92128",92128,"Rancho Bernardo High, Poway Unified",Poway Unified,2420.0,113884.0,131329.0,95.3,2328.0,4.7,1981.0,40889.0,6341.0,2865.0,7816.0,9843.0,25.68,0.0011494533982244614,2
356,Intermediate/Middle/Junior High,32.995489,-117.06788,"12990 Paseo Lucido,San Diego,CA,92128",92128,"Bernardo Heights Middle, Poway Unified",Poway Unified,1595.0,113884.0,131329.0,95.3,2328.0,4.7,1981.0,40889.0,6341.0,2865.0,7816.0,9843.0,25.68,0.0011494533982244614,2
357,Elementary,32.953272,-117.09554,"10925 Morning Creek Drive, South,San Diego,CA,92128",92128,"Morning Creek Elementary, Poway Unified",Poway Unified,771.0,113884.0,131329.0,95.3,2328.0,4.7,1981.0,40889.0,6341.0,2865.0,7816.0,9843.0,25.68,0.0011494533982244614,2
358,Elementary,32.984064,-117.07108,"14840 Waverley Downs Way,San Diego,CA,92128",92128,"Highland Ranch Elementary, Poway Unified",Poway Unified,712.0,113884.0,131329.0,95.3,2328.0,4.7,1981.0,40889.0,6341.0,2865.0,7816.0,9843.0,25.68,0.0011494533982244614,2
359,Elementary,32.967503,-117.08054,"11775 Shoal Creek Drive,San Diego,CA,92128",92128,"Shoal Creek Elementary, Poway Unified",Poway Unified,549.0,113884.0,131329.0,95.3,2328.0,4.7,1981.0,40889.0,6341.0,2865.0,7816.0,9843.0,25.68,0.0011494533982244614,2
360,Elementary,32.943627,-117.07551,"12362 Springhurst Drive,San Diego,CA,92128",92128,"Creekside Elementary, Poway Unified",Poway Unified,590.0,113884.0,131329.0,95.3,2328.0,4.7,1981.0,40889.0,6341.0,2865.0,7816.0,9843.0,25.68,0.0011494533982244614,2
361,High School,32.973675,-117.06088,"12450 Glenoak Road,Poway,CA,92064",92064,"Abraxas Continuation High, Poway Unified",Poway Unified,339.0,115075.0,142639.0,95.2,2352.0,4.8,1701.0,39308.0,8303.0,2590.0,5167.0,8054.0,29.51,0.001373766154472372,2
362,High School,32.996858,-117.02366,"15500 Espola Road,Poway,CA,92064",92064,"Poway High, Poway Unified",Poway Unified,2302.0,115075.0,142639.0,95.2,2352.0,4.8,1701.0,39308.0,8303.0,2590.0,5167.0,8054.0,29.51,0.001373766154472372,2
363,Elementary,32.956246,-117.01434,"14614 Garden Road,Poway,CA,92064",92064,"Garden Road Elementary, Poway Unified",Poway Unified,479.0,115075.0,142639.0,95.2,2352.0,4.8,1701.0,39308.0,8303.0,2590.0,5167.0,8054.0,29.51,0.001373766154472372,2
364,Intermediate/Middle/Junior High,32.963401,-117.06405,"12320 Meadowbrook Lane,Poway,CA,92064",92064,"Meadowbrook Middle, Poway Unified",Poway Unified,1353.0,115075.0,142639.0,95.2,2352.0,4.8,1701.0,39308.0,8303.0,2590.0,5167.0,8054.0,29.51,0.001373766154472372,2
365,Elementary,32.966051,-117.03619,"13910 Midland Road,Poway,CA,92064",92064,"Midland Elementary, Poway Unified",Poway Unified,658.0,115075.0,142639.0,95.2,2352.0,4.8,1701.0,39308.0,8303.0,2590.0,5167.0,8054.0,29.51,0.001373766154472372,2
366,Elementary,32.958705,-117.06457,"12321 Ninth Street,Poway,CA,92064",92064,"Pomerado Elementary, Poway Unified",Poway Unified,394.0,115075.0,142639.0,95.2,2352.0,4.8,1701.0,39308.0,8303.0,2590.0,5167.0,8054.0,29.51,0.001373766154472372,2
367,Elementary,32.953597,-117.04526,"13000 Bowron Road,Poway,CA,92064",92064,"Valley Elementary, Poway Unified",Poway Unified,754.0,115075.0,142639.0,95.2,2352.0,4.8,1701.0,39308.0,8303.0,2590.0,5167.0,8054.0,29.51,0.001373766154472372,2
